"path","family","status","assignment","width","height","bytes","sha256","duplicate_of","placement_count","text_status","locale_reuse","locales","review_note"
"/assets/img/afrostream-genre-gaming.webp","brand-and-banners","rejected-artwork","index.html","1200","675","70432","2aff985763fa7ed1a05e8c926325a3677174794bbcf27cd8e5b26255ce152d39","","0","embedded-text-or-unverified-details","false","","Visual review: promotional collage or mock interface, embedded copy, or unverified map/currency/UI details. Reject for automatic public placement and translated reuse; retain original in the design archive."
"/assets/img/afrostream-genre-gospel.webp","brand-and-banners","rejected-artwork","index.html","1200","675","109244","da5f6cee0ce4115e7536b99b0c303410182ed6c15e9db56841cc627202393afd","","0","embedded-text-or-unverified-details","false","","Visual review: promotional collage or mock interface, embedded copy, or unverified map/currency/UI details. Reject for automatic public placement and translated reuse; retain original in the design archive."
"/assets/img/afrostream-genre-lifestyle.webp","brand-and-banners","rejected-artwork","index.html","1200","600","93234","f5c5e0223277d8f7761a0d2b235705294ccd6a3774c071a77389be49145a83a8","","0","embedded-text-or-unverified-details","false","","Visual review: promotional collage or mock interface, embedded copy, or unverified map/currency/UI details. Reject for automatic public placement and translated reuse; retain original in the design archive."
"/assets/img/afrostream-genre-music.webp","brand-and-banners","rejected-artwork","index.html","1200","675","127048","d3cb6ddd4f2c5e6eff3bba5d0794782b35d5aad4c28bbdfcfc6094b449058ec3","","0","embedded-text-or-unverified-details","false","","Visual review: promotional collage or mock interface, embedded copy, or unverified map/currency/UI details. Reject for automatic public placement and translated reuse; retain original in the design archive."
"/assets/img/afrostream-genre-news.webp","brand-and-banners","rejected-artwork","index.html","1200","675","97502","172389efd0ed5c3e7904d904a2a643cb53594853ed685b8b7cce3712024fdbb6","","0","embedded-text-or-unverified-details","false","","Visual review: promotional collage or mock interface, embedded copy, or unverified map/currency/UI details. Reject for automatic public placement and translated reuse; retain original in the design archive."
"/assets/img/afrostream-genre-sports.webp","brand-and-banners","placed","assets/css/matchday-os.css","1200","675","126962","37cdae21abd12aba1323dd759a3380a633591383fb059a747c5d76ea88967e63","","1","not-reviewed","false","en","Visual/text review pending; reference scan is not visual approval."
"/assets/img/afrostream-genre-tech.webp","brand-and-banners","rejected-artwork","index.html","1200","675","102238","9f2a33ad193ab23c32d8b8cc7ef4b129e50a517cc6db46f5b2a01c2b6804debd","","0","embedded-text-or-unverified-details","false","","Visual review: promotional collage or mock interface, embedded copy, or unverified map/currency/UI details. Reject for automatic public placement and translated reuse; retain original in the design archive."
"/assets/img/afrostream-hero-banner.webp","brand-and-banners","rejected-artwork","index.html","1200","675","73978","06ed7d9e533e66d69fbce6f9dca0c129312d195ce74d90fa6a90ea5ee3004000","","0","embedded-text-or-unverified-details","false","","Visual review: promotional collage or mock interface, embedded copy, or unverified map/currency/UI details. Reject for automatic public placement and translated reuse; retain original in the design archive."
"/assets/img/afrostream-trending-banner.webp","brand-and-banners","rejected-artwork","index.html","1200","675","124744","e478796ff455aedda8398637650154914e2167a9f4ed1407f58946a9c1a56c8d","","0","embedded-text-or-unverified-details","false","","Visual review: promotional collage or mock interface, embedded copy, or unverified map/currency/UI details. Reject for automatic public placement and translated reuse; retain original in the design archive."
"/assets/img/afrostream/creators/abel-birhanu-avatar.webp","afrostream","retired-alternative","public.as_creators:abel-birhanu","400","400","10642","d9c102777c30ea614458efaf6a11f1175b1ffcbf0acbd3c0747bb3cfcb066025","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/abel-mutua-avatar.webp","afrostream","placed","data/afrostream/creators-fallback.json","400","400","24662","f63872f2cdf40b157585880dd3dfefb4cadf1dd17a5075ed14c9b3cd38978dee","","1","not-reviewed","false","en","Visual/text review pending; reference scan is not visual approval."
"/assets/img/afrostream/creators/afronita-avatar.webp","afrostream","retired-alternative","public.as_creators:afronita","400","400","32900","24f736586ee63ce7a645c1623294a13055d5d97101b376eb54ded710ba02dac4","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/agbaps-avatar.webp","afrostream","placed","data/afrostream/creators-fallback.json","400","400","16580","5460d59d6b7c7ea1d85bea455343bb25cfae9ddc8ad5f5e5e45f084924d033c4","","2","not-reviewed","false","en","Visual/text review pending; reference scan is not visual approval."
"/assets/img/afrostream/creators/akothee-avatar.webp","afrostream","retired-alternative","public.as_creators:akothee","400","400","29836","ee4d9268128c6255fc039e8c095f2d56575d8388e244006c28fd4e0913f7efcd","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/akpenebrigittemon-avatar.webp","afrostream","placed","public.as_creators:akpenebrigittemon","400","400","12700","ad6eb80bf558c0523cb5733757678a9f5233391bb12804e6dcdb030720250782","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/alex-mathenge-avatar.webp","afrostream","retired-alternative","public.as_creators:alex-mathenge","400","400","21434","ddee5c0316b771dd34ef42eb1903de09b8eda881188853aebd39bdd3896ecdb2","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/alikiba-avatar.webp","afrostream","placed","data/afrostream/creators-fallback.json","400","400","10628","2d5330928085630ef93430a89ee5f9bfb38aa888e3657427a4543aed431ccedd","","1","not-reviewed","false","en","Visual/text review pending; reference scan is not visual approval."
"/assets/img/afrostream/creators/ambassadors-of-christ-avatar.webp","afrostream","retired-alternative","public.as_creators:ambassadors-of-christ","400","400","28488","bc849efb632b63c3eb0de2175b1306a1816ae5f08edfbb9001ee5a871d9e39ed","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/amine-nkaity-avatar.webp","afrostream","retired-alternative","public.as_creators:amine-nkaity","400","400","29700","b374125b906fdc69fe0610ab2dc9a0d76e94cb4f12a5906d6885438f7b6abc5d","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/anas-officiel-avatar.webp","afrostream","retired-alternative","public.as_creators:anas-officiel","400","400","32452","6cedd851178d5896cd73f0cec3e36e6399c4469dc10c40f5a2890a1983b8f496","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/andafta-avatar.webp","afrostream","retired-alternative","public.as_creators:andafta","400","400","26258","d2c7e6fb052179016c476cc7810607361fac38a72e8c0606b99621758c67fc36","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/anes-tina-avatar.webp","afrostream","placed","public.as_creators:anes-tina","400","400","18082","bae104e9a0c072fd769a8668249b3a0feaf33fdd5c81596ab991511b3791fb0c","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/angella-summer-avatar.webp","afrostream","retired-alternative","public.as_creators:angella-summer","400","400","13682","68449ece707873e78d8003f1bc436176cfa1b276bfb441822c23f2169485d923","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/anton-koen-avatar.webp","afrostream","retired-alternative","public.as_creators:anton-koen","400","400","18522","13959b03e9f22862717d7b0addabeb384d8219241cfc99915a93c536089d1ab6","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/arada-movies-avatar.webp","afrostream","retired-alternative","public.as_creators:arada-movies","400","400","14530","bb0a4f04ed3a1e38795042bf58b4c59c53791dfdb9a30121fa6c43aa61916d30","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/ariel-sheney-avatar.webp","afrostream","retired-alternative","public.as_creators:ariel-sheney","400","400","15466","e3bbb6215953a019b5f1a471efe7bfa5094a6fda09733389c6abf3a422d524a1","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/arts-tv-world-avatar.webp","afrostream","retired-alternative","public.as_creators:arts-tv-world","400","400","17176","629a9fc7f7fddf721ea7378a358e9743c861f85fc971b38f3ba836a7bfb691db","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/awesome-lalpdy-avatar.webp","afrostream","retired-alternative","public.as_creators:awesome-lalpdy","400","400","10734","6ab740c580548f92d29350301fa6c1461fcb57e0efc7dc0741057eb0de8dabcf","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/aya-nakamura.webp","afrostream","placed","public.as_creators:aya-nakamura","600","600","53496","0b1f6b7117f27d245cca919421324621683cfed25290bdbd29ba8ec1e816934a","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/balti-avatar.webp","afrostream","placed","public.as_creators:balti","400","400","10474","c45c069b0336b37e26f7ebde151e6896018af18a4a9c205803cc0bf2e7d93b00","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/bebe-cool-avatar.webp","afrostream","retired-alternative","public.as_creators:bebe-cool","400","400","19234","0cdfe55889ae66f03de03bee94cba65fbfaab417686bbeabfc0386dcb321550e","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/betty-christy-avatar.webp","afrostream","retired-alternative","public.as_creators:betty-christy","400","400","13004","9668c6d1d7e6ac8d366531e749381688a5ddeadc25fc2a35cf7e98d7a3319cb6","","0","not-reviewed","false","","Live creator record does not select this file. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/black-sherif-avatar.webp","afrostream","retired-alternative","public.as_creators:black-sherif","400","400","13404","6c2f001c218a76b237081a629ceb225351df9833f5d4e812714967eb84335209","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/bobi-wine-avatar.webp","afrostream","retired-alternative","public.as_creators:bobi-wine","400","400","13906","4d92bb0c1955723b8787c35a68435b85f0273800c7478456d8727e023f43bc55","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/bop-dylan-avatar.webp","afrostream","retired-alternative","public.as_creators:bop-dylan","400","400","14288","e8c9980e959b1d1be5e8a8bcbb7e435c242a52ae601811ce440cec0ccbf69d2d","","0","not-reviewed","false","","Live creator record does not select this file. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/bruce-melodie-avatar.webp","afrostream","placed","data/afrostream/creators-fallback.json","400","400","14188","f7b18dc2a5d3fe2992190985321be44b975cd221ce2849c2841f949e9c936126","","1","not-reviewed","false","en","Visual/text review pending; reference scan is not visual approval."
"/assets/img/afrostream/creators/burna-boy-avatar.webp","afrostream","placed","public.as_creators:burna-boy","400","400","36450","4eab39923b8ae54a152657786118fa4df6d113756a66eb12614536c3b5de1667","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/caspar-lee-avatar.webp","afrostream","placed","public.as_creators:caspar-lee","400","400","29460","3f333b400f1c36b744913458c09a221445a569cc3d3cd05ede47e385b92c89b4","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/celine-banza-avatar.webp","afrostream","retired-alternative","public.as_creators:celine-banza","400","400","16956","b159851e6b60a39f60214343438fd1bc79b6c98f41ce082449bd2724453bd580","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/cest-gaby-avatar.webp","afrostream","retired-alternative","public.as_creators:cest-gaby","400","400","13982","658904b7f77ac1e4d610453b3c0c3c93a3c6e76d7b21d69b3e5abac02e19aa08","","0","not-reviewed","false","","Live creator record does not select this file. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/cheb-bilal-avatar.webp","afrostream","retired-alternative","public.as_creators:cheb-bilal","400","400","13578","ec103b3d654faf6998c0a178bd456674c616cc27d904038ecc0bf5f95ff121ba","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/chiraz-english-avatar.webp","afrostream","retired-alternative","public.as_creators:chiraz-english","400","400","14128","8a245ad5a5c66ac4e7e9eebc45b1fd50bb2d15c8ada4edb717d5de34fda96a88","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/choumicha-avatar.webp","afrostream","retired-alternative","public.as_creators:choumicha","400","400","19930","84ea02b36c0d4cdabf56345b0012f780d2e9c6a74a9406595b1ebd4269239bf6","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/chriss-eazy-avatar.webp","afrostream","retired-alternative","public.as_creators:chriss-eazy","400","400","12770","5702c787a6eca153c0d57f4aed99d44935263ce0286136cabd8bdf51e58310ac","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/christina-shusho-avatar.webp","afrostream","retired-alternative","public.as_creators:christina-shusho","400","400","12984","39766d82beb99ee8d9a6b78f65f7a1e94075aeedf0f5da0fcc8f411e8d7d49bf","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/ckay-avatar.webp","afrostream","placed","public.as_creators:ckay","400","400","11298","3f32d6d56d9c2d6e0b9b285448b00f210543f958d57e68314511e818f8887590","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/cobra-ridouan-avatar.webp","afrostream","retired-alternative","public.as_creators:cobra-ridouan","400","400","22926","2d954d2ae837621687196ae18dbe09787c0397499b393074ee6f531a932884a9","","0","not-reviewed","false","","Live creator record does not select this file. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/creative-crafts-5min.webp","afrostream","placed","public.as_creators:creative-crafts-5min","600","338","43838","67ae20843dfc44da8f00278d3bc2f0ec67b0da13360e8581430cf611eea1f831","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/damso-avatar.webp","afrostream","placed","public.as_creators:damso","400","400","9326","ce1cb2a0d758528cdf488c749ca12b20d5ee4f07a160eea3ba51278b8742287a","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/dan-kwaku-yeboah-avatar.webp","afrostream","retired-alternative","public.as_creators:dan-kwaku-yeboah","400","400","18424","f6f23047e73c21a54ed06f9612a6f958ed30bea8a2687d8feeadcf3f5f2ec8a2","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/davido-avatar.webp","afrostream","placed","public.as_creators:davido","400","400","31580","7f2b9e8054ec06c0b96c81f0a25484fd2c67573f83d406e7926fbfc43496e674","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/davis-d-avatar.webp","afrostream","retired-alternative","public.as_creators:davis-d","400","400","22676","1a7d100ca9cba768ae73abb906e806c4c0e05c857be33b93e8fdbb0dec021189","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/diamond-platnumz.webp","afrostream","placed","data/afrostream/creators-fallback.json","600","600","50420","95b9f9d74cb4be3aa5c2735413232cb42ecaf96fc21136aa6afab13bcb38182a","","2","not-reviewed","false","en","Visual/text review pending; reference scan is not visual approval."
"/assets/img/afrostream/creators/diana-bouli-avatar.webp","afrostream","retired-alternative","public.as_creators:diana-bouli","400","400","11854","2cfb9ac9c83064376b76ca553d8662a6eee968fa6c8d7bcc693de71063376cb8","","0","not-reviewed","false","","Live creator record does not select this file. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/didi-b-avatar.webp","afrostream","retired-alternative","public.as_creators:didi-b","400","400","15992","cc5cef68a81cdbda0416132ad4c6261b1b192ffc4fa3643306b4d59944f81e96","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/didine-canon-16-avatar.webp","afrostream","placed","public.as_creators:didine-canon-16","400","400","22394","7538d9b08912908623cad272d2543523750388497ec350d528f7727af7129127","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/dip-doundou-guiss-avatar.webp","afrostream","retired-alternative","public.as_creators:dip-doundou-guiss","400","400","18352","a5121d020997f92bd09fc8144914d21536cfc9dc21640aec09c37461cab8c01f","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/dj-arafat-legacy-avatar.webp","afrostream","retired-alternative","public.as_creators:dj-arafat-legacy","400","400","19912","83b018c54f0c987b2f35b9c44947ee610040bed7a86e8415ea947e8a6123af17","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/djalil-palermo-avatar.webp","afrostream","retired-alternative","public.as_creators:djalil-palermo","400","400","12916","f461084a9d88280a08d838cbed5c4d8ab9f01845235e5811c764e944689cac90","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/donkey-tube-avatar.webp","afrostream","retired-alternative","public.as_creators:donkey-tube","400","400","25346","af983369a7c771b0fe1c86810b299478e7a5360c1e9b8973c4196e28e60e5c6b","","0","not-reviewed","false","","Live creator record does not select this file. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/douha-laribi.webp","afrostream","placed","public.as_creators:douha-laribi","600","600","41084","61ffde5015cd759bc4da67b347a2c1dc27aeab410eece2b2772ab6dd13a9af62","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/douzi-avatar.webp","afrostream","placed","public.as_creators:douzi","400","400","15122","d8e3cea4f73f2533d51644d322e5278120eacfe12abe0abb7b307f4808801d00","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/dr-hala-samir-avatar.webp","afrostream","placed","public.as_creators:dr-hala-samir","400","400","8670","788b093c79e9ea8fee89a7e9639f77111bb857c9cb0bfe76e66a15b787fa8dff","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/dudu-sn-avatar.webp","afrostream","retired-alternative","public.as_creators:dudu-sn","400","400","17536","92eabbc91a932aaa2ee8ffebee853d9284117d9a6aa6b14af837b88d5023621d","","0","not-reviewed","false","","Live creator record does not select this file. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/dunsin-oyekan-avatar.webp","afrostream","placed","public.as_creators:dunsin-oyekan","400","400","4520","36a36faf130731e65335e787bdb05c507d7fd2506c99d6dcb17499b51d6706a8","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/dzjoker-avatar.webp","afrostream","placed","public.as_creators:dzjoker","400","400","41382","e7a26d4afc847a76f9788d0bead3678edc0b5f4711f40ad013047e6e20d99a4c","","1","not-reviewed","false","en","Verified live-database-reference binding. Existing owner now detected by inventory."
"/assets/img/afrostream/creators/ebs-tv-avatar.webp","afrostream","retired-alternative","public.as_creators:ebs-tv","400","400","18622","cef1b77eedb7664ae78e64633f17eb799470d87aca91006988d609d3f2efcd35","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/eddy-kenzo-avatar.webp","afrostream","retired-alternative","public.as_creators:eddy-kenzo","400","400","8596","b571673248fc6f41af165903365bf5de35caaa790739f29c27df5e52a03ffa27","","0","not-reviewed","false","","Live creator record selects a remote avatar. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
"/assets/img/afrostream/creators/elgrande-toto-avatar.webp","afrostream","retired-alternative","public.as_creators:elgrande-toto","400","400","13646","ebb12ba8bd0277f209b086c65acce3bad0c8b750aae2c633a0a4ba1259f7854a","","0","not-reviewed","false","","Live creator record does not select this file. Retain the older local alternative; do not replace the selected portrait without identity and provenance evidence."
