batch,batch_index,type,priority,name,slug,source_id,route,save_folder,filename,dimensions,format,prompt,notes
1,11,tool-card,188,Central African Republic Fertilizer Calculator,fertilizer-central-african-republic,fertilizer-central-african-republic,/agriculture/fertilizer/central-african-republic,/assets/img/tools/,fertilizer-central-african-republic.webp,800x450,WebP,"Create an AfroTools web-card banner for Central African Republic Fertilizer Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,12,tool-card,188,Chad Fertilizer Calculator,fertilizer-chad,fertilizer-chad,/agriculture/fertilizer/chad,/assets/img/tools/,fertilizer-chad.webp,800x450,WebP,"Create an AfroTools web-card banner for Chad Fertilizer Calculator. clean realistic workspace photo style with shallow depth. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,13,tool-card,188,Comoros Fertilizer Calculator,fertilizer-comoros,fertilizer-comoros,/agriculture/fertilizer/comoros,/assets/img/tools/,fertilizer-comoros.webp,800x450,WebP,"Create an AfroTools web-card banner for Comoros Fertilizer Calculator. clean realistic workspace photo style with shallow depth. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,14,tool-card,188,Congo-Brazzaville Fertilizer Calculator,fertilizer-congo-brazzaville,fertilizer-congo-brazzaville,/agriculture/fertilizer/congo-brazzaville,/assets/img/tools/,fertilizer-congo-brazzaville.webp,800x450,WebP,"Create an AfroTools web-card banner for Congo-Brazzaville Fertilizer Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,15,tool-card,188,Djibouti Fertilizer Calculator,fertilizer-djibouti,fertilizer-djibouti,/agriculture/fertilizer/djibouti,/assets/img/tools/,fertilizer-djibouti.webp,800x450,WebP,"Create an AfroTools web-card banner for Djibouti Fertilizer Calculator. tactile cut-paper collage with clean layered shapes. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,16,tool-card,188,DR Congo Fertilizer Calculator,fertilizer-dr-congo,fertilizer-dr-congo,/agriculture/fertilizer/dr-congo,/assets/img/tools/,fertilizer-dr-congo.webp,800x450,WebP,"Create an AfroTools web-card banner for DR Congo Fertilizer Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,17,tool-card,188,Equatorial Guinea Fertilizer Calculator,fertilizer-equatorial-guinea,fertilizer-equatorial-guinea,/agriculture/fertilizer/equatorial-guinea,/assets/img/tools/,fertilizer-equatorial-guinea.webp,800x450,WebP,"Create an AfroTools web-card banner for Equatorial Guinea Fertilizer Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,18,tool-card,188,Eritrea Fertilizer Calculator,fertilizer-eritrea,fertilizer-eritrea,/agriculture/fertilizer/eritrea,/assets/img/tools/,fertilizer-eritrea.webp,800x450,WebP,"Create an AfroTools web-card banner for Eritrea Fertilizer Calculator. clean realistic workspace photo style with shallow depth. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,19,tool-card,188,Eswatini Fertilizer Calculator,fertilizer-eswatini,fertilizer-eswatini,/agriculture/fertilizer/eswatini,/assets/img/tools/,fertilizer-eswatini.webp,800x450,WebP,"Create an AfroTools web-card banner for Eswatini Fertilizer Calculator. clean realistic workspace photo style with shallow depth. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,20,tool-card,188,Gabon Fertilizer Calculator,fertilizer-gabon,fertilizer-gabon,/agriculture/fertilizer/gabon,/assets/img/tools/,fertilizer-gabon.webp,800x450,WebP,"Create an AfroTools web-card banner for Gabon Fertilizer Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,21,tool-card,188,Gambia Fertilizer Calculator,fertilizer-gambia,fertilizer-gambia,/agriculture/fertilizer/gambia,/assets/img/tools/,fertilizer-gambia.webp,800x450,WebP,"Create an AfroTools web-card banner for Gambia Fertilizer Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,22,tool-card,188,Guinea Fertilizer Calculator,fertilizer-guinea,fertilizer-guinea,/agriculture/fertilizer/guinea,/assets/img/tools/,fertilizer-guinea.webp,800x450,WebP,"Create an AfroTools web-card banner for Guinea Fertilizer Calculator. watercolor wash with crisp ink linework. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,23,tool-card,188,Guinea-Bissau Fertilizer Calculator,fertilizer-guinea-bissau,fertilizer-guinea-bissau,/agriculture/fertilizer/guinea-bissau,/assets/img/tools/,fertilizer-guinea-bissau.webp,800x450,WebP,"Create an AfroTools web-card banner for Guinea-Bissau Fertilizer Calculator. calm editorial desk scene with warm natural light. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,24,tool-card,188,Lesotho Fertilizer Calculator,fertilizer-lesotho,fertilizer-lesotho,/agriculture/fertilizer/lesotho,/assets/img/tools/,fertilizer-lesotho.webp,800x450,WebP,"Create an AfroTools web-card banner for Lesotho Fertilizer Calculator. flat paper texture illustration with gentle shadows. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,25,tool-card,188,Liberia Fertilizer Calculator,fertilizer-liberia,fertilizer-liberia,/agriculture/fertilizer/liberia,/assets/img/tools/,fertilizer-liberia.webp,800x450,WebP,"Create an AfroTools web-card banner for Liberia Fertilizer Calculator. modern dashboard abstraction with practical UI objects. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,26,tool-card,188,Libya Fertilizer Calculator,fertilizer-libya,fertilizer-libya,/agriculture/fertilizer/libya,/assets/img/tools/,fertilizer-libya.webp,800x450,WebP,"Create an AfroTools web-card banner for Libya Fertilizer Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,27,tool-card,188,Madagascar Fertilizer Calculator,fertilizer-madagascar,fertilizer-madagascar,/agriculture/fertilizer/madagascar,/assets/img/tools/,fertilizer-madagascar.webp,800x450,WebP,"Create an AfroTools web-card banner for Madagascar Fertilizer Calculator. flat paper texture illustration with gentle shadows. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,28,tool-card,188,Malawi Fertilizer Calculator,fertilizer-malawi,fertilizer-malawi,/agriculture/fertilizer/malawi,/assets/img/tools/,fertilizer-malawi.webp,800x450,WebP,"Create an AfroTools web-card banner for Malawi Fertilizer Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,29,tool-card,188,Mauritania Fertilizer Calculator,fertilizer-mauritania,fertilizer-mauritania,/agriculture/fertilizer/mauritania,/assets/img/tools/,fertilizer-mauritania.webp,800x450,WebP,"Create an AfroTools web-card banner for Mauritania Fertilizer Calculator. isometric app workspace with small realistic tools. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,30,tool-card,188,Mauritius Fertilizer Calculator,fertilizer-mauritius,fertilizer-mauritius,/agriculture/fertilizer/mauritius,/assets/img/tools/,fertilizer-mauritius.webp,800x450,WebP,"Create an AfroTools web-card banner for Mauritius Fertilizer Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,31,tool-card,188,Morocco Fertilizer Calculator,fertilizer-morocco,fertilizer-morocco,/agriculture/fertilizer/morocco,/assets/img/tools/,fertilizer-morocco.webp,800x450,WebP,"Create an AfroTools web-card banner for Morocco Fertilizer Calculator. tactile cut-paper collage with clean layered shapes. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,32,tool-card,188,Namibia Fertilizer Calculator,fertilizer-namibia,fertilizer-namibia,/agriculture/fertilizer/namibia,/assets/img/tools/,fertilizer-namibia.webp,800x450,WebP,"Create an AfroTools web-card banner for Namibia Fertilizer Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,33,tool-card,188,Sao Tome & Principe Fertilizer Calculator,fertilizer-sao-tome-and-principe,fertilizer-sao-tome-and-principe,/agriculture/fertilizer/sao-tome-and-principe,/assets/img/tools/,fertilizer-sao-tome-and-principe.webp,800x450,WebP,"Create an AfroTools web-card banner for Sao Tome & Principe Fertilizer Calculator. tactile cut-paper collage with clean layered shapes. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,34,tool-card,188,Seychelles Fertilizer Calculator,fertilizer-seychelles,fertilizer-seychelles,/agriculture/fertilizer/seychelles,/assets/img/tools/,fertilizer-seychelles.webp,800x450,WebP,"Create an AfroTools web-card banner for Seychelles Fertilizer Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,35,tool-card,188,Sierra Leone Fertilizer Calculator,fertilizer-sierra-leone,fertilizer-sierra-leone,/agriculture/fertilizer/sierra-leone,/assets/img/tools/,fertilizer-sierra-leone.webp,800x450,WebP,"Create an AfroTools web-card banner for Sierra Leone Fertilizer Calculator. soft 3D clay still life with rounded objects. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,36,tool-card,188,Somalia Fertilizer Calculator,fertilizer-somalia,fertilizer-somalia,/agriculture/fertilizer/somalia,/assets/img/tools/,fertilizer-somalia.webp,800x450,WebP,"Create an AfroTools web-card banner for Somalia Fertilizer Calculator. soft 3D clay still life with rounded objects. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,37,tool-card,188,South Sudan Fertilizer Calculator,fertilizer-south-sudan,fertilizer-south-sudan,/agriculture/fertilizer/south-sudan,/assets/img/tools/,fertilizer-south-sudan.webp,800x450,WebP,"Create an AfroTools web-card banner for South Sudan Fertilizer Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,38,tool-card,188,Sudan Fertilizer Calculator,fertilizer-sudan,fertilizer-sudan,/agriculture/fertilizer/sudan,/assets/img/tools/,fertilizer-sudan.webp,800x450,WebP,"Create an AfroTools web-card banner for Sudan Fertilizer Calculator. bold vector icon-poster with muted African color accents. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,39,tool-card,188,Togo Fertilizer Calculator,fertilizer-togo,fertilizer-togo,/agriculture/fertilizer/togo,/assets/img/tools/,fertilizer-togo.webp,800x450,WebP,"Create an AfroTools web-card banner for Togo Fertilizer Calculator. isometric app workspace with small realistic tools. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,40,tool-card,188,Tunisia Fertilizer Calculator,fertilizer-tunisia,fertilizer-tunisia,/agriculture/fertilizer/tunisia,/assets/img/tools/,fertilizer-tunisia.webp,800x450,WebP,"Create an AfroTools web-card banner for Tunisia Fertilizer Calculator. isometric app workspace with small realistic tools. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,41,tool-card,188,Zimbabwe Fertilizer Calculator,fertilizer-zimbabwe,fertilizer-zimbabwe,/agriculture/fertilizer/zimbabwe,/assets/img/tools/,fertilizer-zimbabwe.webp,800x450,WebP,"Create an AfroTools web-card banner for Zimbabwe Fertilizer Calculator. isometric app workspace with small realistic tools. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,42,tool-card,187,Angola Farm Worker Payroll Calculator,farm-payroll-angola,farm-payroll-angola,/agriculture/farm-payroll/angola,/assets/img/tools/,farm-payroll-angola.webp,800x450,WebP,"Create an AfroTools web-card banner for Angola Farm Worker Payroll Calculator. modern dashboard abstraction with practical UI objects. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,43,tool-card,187,Rwanda Farm Worker Payroll Calculator,farm-payroll-rwanda,farm-payroll-rwanda,/agriculture/farm-payroll/rwanda,/assets/img/tools/,farm-payroll-rwanda.webp,800x450,WebP,"Create an AfroTools web-card banner for Rwanda Farm Worker Payroll Calculator. watercolor wash with crisp ink linework. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,44,tool-card,187,Tunisia Farm Worker Payroll Calculator,farm-payroll-tunisia,farm-payroll-tunisia,/agriculture/farm-payroll/tunisia,/assets/img/tools/,farm-payroll-tunisia.webp,800x450,WebP,"Create an AfroTools web-card banner for Tunisia Farm Worker Payroll Calculator. simple doodle with soft pastel fills and clean black outline. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,45,tool-card,187,Botswana Farm Profit Calculator,farm-profit-botswana,farm-profit-botswana,/agriculture/farm-profit/botswana,/assets/img/tools/,farm-profit-botswana.webp,800x450,WebP,"Create an AfroTools web-card banner for Botswana Farm Profit Calculator. modern dashboard abstraction with practical UI objects. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,46,tool-card,187,Burundi Farm Profit Calculator,farm-profit-burundi,farm-profit-burundi,/agriculture/farm-profit/burundi,/assets/img/tools/,farm-profit-burundi.webp,800x450,WebP,"Create an AfroTools web-card banner for Burundi Farm Profit Calculator. clean realistic workspace photo style with shallow depth. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,47,tool-card,187,Chad Farm Profit Calculator,farm-profit-chad,farm-profit-chad,/agriculture/farm-profit/chad,/assets/img/tools/,farm-profit-chad.webp,800x450,WebP,"Create an AfroTools web-card banner for Chad Farm Profit Calculator. calm editorial desk scene with warm natural light. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,48,tool-card,187,Congo Farm Profit Calculator,farm-profit-congo-brazzaville,farm-profit-congo-brazzaville,/agriculture/farm-profit/congo-brazzaville,/assets/img/tools/,farm-profit-congo-brazzaville.webp,800x450,WebP,"Create an AfroTools web-card banner for Congo Farm Profit Calculator. tactile cut-paper collage with clean layered shapes. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,49,tool-card,187,Liberia Farm Profit Calculator,farm-profit-liberia,farm-profit-liberia,/agriculture/farm-profit/liberia,/assets/img/tools/,farm-profit-liberia.webp,800x450,WebP,"Create an AfroTools web-card banner for Liberia Farm Profit Calculator. calm editorial desk scene with warm natural light. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,50,tool-card,187,Libya Farm Profit Calculator,farm-profit-libya,farm-profit-libya,/agriculture/farm-profit/libya,/assets/img/tools/,farm-profit-libya.webp,800x450,WebP,"Create an AfroTools web-card banner for Libya Farm Profit Calculator. modern dashboard abstraction with practical UI objects. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,51,tool-card,187,Mauritius Farm Profit Calculator,farm-profit-mauritius,farm-profit-mauritius,/agriculture/farm-profit/mauritius,/assets/img/tools/,farm-profit-mauritius.webp,800x450,WebP,"Create an AfroTools web-card banner for Mauritius Farm Profit Calculator. clean realistic workspace photo style with shallow depth. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
1,52,tool-card,187,Namibia Farm Profit Calculator,farm-profit-namibia,farm-profit-namibia,/agriculture/farm-profit/namibia,/assets/img/tools/,farm-profit-namibia.webp,800x450,WebP,"Create an AfroTools web-card banner for Namibia Farm Profit Calculator. flat paper texture illustration with gentle shadows. Show field planning, produce, seeds, irrigation lines, farm notebook. No readable text, no logos, no brand marks. 16:9 crop, polished, useful for social share cards.",Canonical app image. Reuse this same English/canonical asset for translated pages unless the graphic needs visible localized text. Category=agriculture; tier=T3; status=live.
