batch_index,type,priority,name,slug,source_id,route,save_folder,filename,dimensions,format,prompt,notes
11,tool-card,50,Boarding School Cost Calculator Africa 2026,boarding-school,boarding-school,/tools/boarding-school/,/assets/img/tools/,boarding-school.webp,800x450,WebP,"Create an AfroTools web-card banner for Boarding School Cost Calculator Africa 2026. watercolor wash with ink line. Show study desk, notebook, calculator, exam planning sheet. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=education; tier=T3.
12,tool-card,50,Book Publishing Cost Calculator - Africa,book-publishing-cost,book-publishing-cost,/tools/book-publishing-cost/,/assets/img/tools/,book-publishing-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for Book Publishing Cost Calculator - Africa. minimal geometric objects with tactile paper grain. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
13,tool-card,50,Brand Collaboration ROI Calculator - Africa,brand-collab-roi,brand-collab-roi,/tools/brand-collab-roi/,/assets/img/tools/,brand-collab-roi.webp,800x450,WebP,"Create an AfroTools web-card banner for Brand Collaboration ROI Calculator - Africa. soft 3D clay still life. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=small-business; tier=T3.
14,tool-card,50,Data Breach Notification Template Generator - Africa,breach-notification,breach-notification,/tools/breach-notification/,/assets/img/tools/,breach-notification.webp,800x450,WebP,"Create an AfroTools web-card banner for Data Breach Notification Template Generator - Africa. watercolor wash with ink line. Show documents, checklist, signature pen, business folder. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=legal; tier=T3.
15,tool-card,50,Career Growth Trajectory Calculator,career-growth,career-growth,/tools/career-growth/,/assets/img/tools/,career-growth.webp,800x450,WebP,"Create an AfroTools web-card banner for Career Growth Trajectory Calculator. flat paper texture illustration. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=career; tier=T3.
16,tool-card,50,Career Switch Financial Impact Calculator Africa,career-switch,career-switch,/tools/career-switch/,/assets/img/tools/,career-switch.webp,800x450,WebP,"Create an AfroTools web-card banner for Career Switch Financial Impact Calculator Africa. modern dashboard abstraction. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=career; tier=T3.
17,tool-card,50,CCTV System Cost Calculator - Africa,cctv-cost,cctv-cost,/tools/cctv-cost/,/assets/img/tools/,cctv-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for CCTV System Cost Calculator - Africa. watercolor wash with ink line. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=security; tier=T3.
18,tool-card,50,Professional Certification ROI Calculator Africa 2026,cert-roi,cert-roi,/tools/cert-roi/,/assets/img/tools/,cert-roi.webp,800x450,WebP,"Create an AfroTools web-card banner for Professional Certification ROI Calculator Africa 2026. minimal geometric objects with tactile paper grain. Show study desk, notebook, calculator, exam planning sheet. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=education; tier=T3.
19,tool-card,50,Insurance Claim Checklist for Africa - Step-by-Step Guide,claim-tracker,claim-tracker,/tools/claim-tracker/,/assets/img/tools/,claim-tracker.webp,800x450,WebP,"Create an AfroTools web-card banner for Insurance Claim Checklist for Africa - Step-by-Step Guide. flat paper texture illustration. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=insurance; tier=T3.
20,tool-card,50,Classroom Size Calculator Africa,classroom-size,classroom-size,/tools/classroom-size/,/assets/img/tools/,classroom-size.webp,800x450,WebP,"Create an AfroTools web-card banner for Classroom Size Calculator Africa. calm realistic workspace photo style. Show study desk, notebook, calculator, exam planning sheet. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=education; tier=T3.
21,tool-card,50,Commit Message Generator - Conventional Commits,commit-message-gen,commit-message-gen,/tools/commit-message-gen/,/assets/img/tools/,commit-message-gen.webp,800x450,WebP,"Create an AfroTools web-card banner for Commit Message Generator - Conventional Commits. modern dashboard abstraction. Show abstract code blocks, browser window, API cards. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=developer; tier=T3.
22,tool-card,50,Contractor vs Employee Cost - All 54 African Countries,contractor-vs-employee,contractor-vs-employee,/tools/contractor-vs-employee/,/assets/img/tools/,contractor-vs-employee.webp,800x450,WebP,"Create an AfroTools web-card banner for Contractor vs Employee Cost - All 54 African Countries. soft 3D clay still life. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=hr-payroll; tier=T3.
23,tool-card,50,Cookie Consent Banner Generator - Africa NDPA POPIA GDPR,cookie-consent,cookie-consent,/tools/cookie-consent/,/assets/img/tools/,cookie-consent.webp,800x450,WebP,"Create an AfroTools web-card banner for Cookie Consent Banner Generator - Africa NDPA POPIA GDPR. calm realistic workspace photo style. Show documents, checklist, signature pen, business folder. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=legal; tier=T3.
24,tool-card,50,Course Load & Credit Hour Planner,course-load,course-load,/tools/course-load/,/assets/img/tools/,course-load.webp,800x450,WebP,"Create an AfroTools web-card banner for Course Load & Credit Hour Planner. simple doodle, soft pastel fills, black outline. Show study desk, notebook, calculator, exam planning sheet. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=education; tier=T3.
25,tool-card,50,CreatorCanvas - Thumbnail & Graphics Studio for African Creators,creator-canvas,creator-canvas,/tools/creator-canvas/,/assets/img/tools/,creator-canvas.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorCanvas - Thumbnail & Graphics Studio for African Creators. modern dashboard abstraction. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
26,tool-card,50,CreatorClip - Video Clipper & Auto-Captioner,creator-clip,creator-clip,/tools/creator-clip/,/assets/img/tools/,creator-clip.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorClip - Video Clipper & Auto-Captioner. minimal geometric objects with tactile paper grain. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
27,tool-card,50,CreatorClub - Membership & Community Platform,creator-club,creator-club,/tools/creator-club/,/assets/img/tools/,creator-club.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorClub - Membership & Community Platform. calm realistic workspace photo style. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
28,tool-card,50,CreatorDesk - Client & Project Manager,creator-desk,creator-desk,/tools/creator-desk/,/assets/img/tools/,creator-desk.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorDesk - Client & Project Manager. clean editorial desk scene, warm light. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
29,tool-card,50,CreatorMail - Newsletter Builder for Creators,creator-mail,creator-mail,/tools/creator-mail/,/assets/img/tools/,creator-mail.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorMail - Newsletter Builder for Creators. minimal geometric objects with tactile paper grain. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
30,tool-card,50,CreatorMind,creator-mind,creator-mind,/tools/creator-mind/,/assets/img/tools/,creator-mind.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorMind. calm realistic workspace photo style. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
31,tool-card,50,CreatorPage - One Link. Everything You.,creator-page,creator-page,/tools/creator-page/,/assets/img/tools/,creator-page.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorPage - One Link. Everything You.. clean editorial desk scene, warm light. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
32,tool-card,50,CreatorPolish - AI Writing & Grammar Tool for African English,creator-polish,creator-polish,/tools/creator-polish/,/assets/img/tools/,creator-polish.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorPolish - AI Writing & Grammar Tool for African English. flat paper texture illustration. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
33,tool-card,50,CreatorRecord - Browser Screen Recorder,creator-record,creator-record,/tools/creator-record/,/assets/img/tools/,creator-record.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorRecord - Browser Screen Recorder. soft 3D clay still life. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
34,tool-card,50,CreatorSchedule - Social Media Scheduler & Calendar,creator-schedule,creator-schedule,/tools/creator-schedule/,/assets/img/tools/,creator-schedule.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorSchedule - Social Media Scheduler & Calendar. simple doodle, soft pastel fills, black outline. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
35,tool-card,50,CreatorSplit - Collabs Without the Drama,creator-split,creator-split,/tools/creator-split/,/assets/img/tools/,creator-split.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorSplit - Collabs Without the Drama. flat paper texture illustration. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
36,tool-card,50,CreatorStock - Free Stock Media Browser,creator-stock,creator-stock,/tools/creator-stock/,/assets/img/tools/,creator-stock.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorStock - Free Stock Media Browser. modern dashboard abstraction. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
37,tool-card,50,CreatorTeam - Collaboration Workspace for Creator Teams,creator-team,creator-team,/tools/creator-team/,/assets/img/tools/,creator-team.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorTeam - Collaboration Workspace for Creator Teams. soft 3D clay still life. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
38,tool-card,50,CreatorVoice - Audio Recorder & Editor,creator-voice,creator-voice,/tools/creator-voice/,/assets/img/tools/,creator-voice.webp,800x450,WebP,"Create an AfroTools web-card banner for CreatorVoice - Audio Recorder & Editor. calm realistic workspace photo style. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
39,tool-card,50,Credit Score Explainer & Simulator - Africa,credit-score,credit-score,/tools/credit-score/,/assets/img/tools/,credit-score.webp,800x450,WebP,"Create an AfroTools web-card banner for Credit Score Explainer & Simulator - Africa. flat paper texture illustration. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=fintech; tier=T3.
40,tool-card,50,Crop Insurance Calculator - 15 African Countries,crop-insurance-calc,crop-insurance-calc,/tools/crop-insurance-calc/,/assets/img/tools/,crop-insurance-calc.webp,800x450,WebP,"Create an AfroTools web-card banner for Crop Insurance Calculator - 15 African Countries. modern dashboard abstraction. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=insurance; tier=T3.
41,tool-card,50,Cross-Border Data Transfer Checklist - Africa 2024,cross-border-data,cross-border-data,/tools/cross-border-data/,/assets/img/tools/,cross-border-data.webp,800x450,WebP,"Create an AfroTools web-card banner for Cross-Border Data Transfer Checklist - Africa 2024. watercolor wash with ink line. Show shipping documents, package, route line, port planning desk. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=trade; tier=T3.
42,tool-card,50,Customs Clearance Time Estimator Africa,customs-time,customs-time,/tools/customs-time/,/assets/img/tools/,customs-time.webp,800x450,WebP,"Create an AfroTools web-card banner for Customs Clearance Time Estimator Africa. minimal geometric objects with tactile paper grain. Show shipping documents, package, route line, port planning desk. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=trade; tier=T3.
43,tool-card,50,Cybersecurity Risk Assessment Tool - Africa,cybersecurity-assessment,cybersecurity-assessment,/tools/cybersecurity-assessment/,/assets/img/tools/,cybersecurity-assessment.webp,800x450,WebP,"Create an AfroTools web-card banner for Cybersecurity Risk Assessment Tool - Africa. minimal geometric objects with tactile paper grain. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=security; tier=T3.
44,tool-card,50,Data Breach Cost Calculator - Africa,data-breach-cost,data-breach-cost,/tools/data-breach-cost/,/assets/img/tools/,data-breach-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for Data Breach Cost Calculator - Africa. calm realistic workspace photo style. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=security; tier=T3.
45,tool-card,50,"Developer Tools for Africa - JSON, Regex, JWT, Hash, UUID",dev-tools,dev-tools,/tools/dev-tools/,/assets/img/tools/,dev-tools.webp,800x450,WebP,"Create an AfroTools web-card banner for Developer Tools for Africa - JSON, Regex, JWT, Hash, UUID. soft 3D clay still life. Show abstract code blocks, browser window, API cards. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=developer; tier=T3.
46,tool-card,50,Divorce Settlement Calculator Africa 2026 - Asset Division Estimator,divorce-settlement,divorce-settlement,/tools/divorce-settlement/,/assets/img/tools/,divorce-settlement.webp,800x450,WebP,"Create an AfroTools web-card banner for Divorce Settlement Calculator Africa 2026 - Asset Division Estimator. simple doodle, soft pastel fills, black outline. Show documents, checklist, signature pen, business folder. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=legal; tier=T3.
47,tool-card,50,Docker Compose Generator - African Developer Tool,docker-compose-gen,docker-compose-gen,/tools/docker-compose-gen/,/assets/img/tools/,docker-compose-gen.webp,800x450,WebP,"Create an AfroTools web-card banner for Docker Compose Generator - African Developer Tool. watercolor wash with ink line. Show abstract code blocks, browser window, API cards. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=developer; tier=T3.
48,tool-card,50,Document & PDF Tools for Africa,document-pdf,document-pdf,/document-pdf/,/assets/img/tools/,document-pdf.webp,800x450,WebP,"Create an AfroTools web-card banner for Document & PDF Tools for Africa. modern dashboard abstraction. Show PDF pages, folders, stamps, export workflow. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=document-pdf; tier=T3.
49,tool-card,50,Domestic Worker Salary Guide - All 15 African Countries,domestic-worker,domestic-worker,/tools/domestic-worker/,/assets/img/tools/,domestic-worker.webp,800x450,WebP,"Create an AfroTools web-card banner for Domestic Worker Salary Guide - All 15 African Countries. watercolor wash with ink line. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=hr-payroll; tier=T3.
50,tool-card,50,Data Processing Agreement (DPA) Generator - Africa,dpa-generator,dpa-generator,/tools/dpa-generator/,/assets/img/tools/,dpa-generator.webp,800x450,WebP,"Create an AfroTools web-card banner for Data Processing Agreement (DPA) Generator - Africa. clean editorial desk scene, warm light. Show documents, checklist, signature pen, business folder. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=legal; tier=T3.
51,tool-card,50,DPIA Tool - Data Protection Impact Assessment,dpia-tool,dpia-tool,/tools/dpia-tool/,/assets/img/tools/,dpia-tool.webp,800x450,WebP,"Create an AfroTools web-card banner for DPIA Tool - Data Protection Impact Assessment. flat paper texture illustration. Show documents, checklist, signature pen, business folder. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=legal; tier=T3.
52,tool-card,50,Education Savings Plan Calculator Africa 2026,edu-savings,edu-savings,/tools/edu-savings/,/assets/img/tools/,edu-savings.webp,800x450,WebP,"Create an AfroTools web-card banner for Education Savings Plan Calculator Africa 2026. clean editorial desk scene, warm light. Show study desk, notebook, calculator, exam planning sheet. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=education; tier=T3.
53,tool-card,50,Employee Cost Calculator - All 54 African Countries,employee-cost,employee-cost,/tools/employee-cost/,/assets/img/tools/,employee-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for Employee Cost Calculator - All 54 African Countries. minimal geometric objects with tactile paper grain. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=hr-payroll; tier=T3.
54,tool-card,50,TikTok / Instagram Engagement Rate Calculator - Africa,engagement-rate,engagement-rate,/tools/engagement-rate/,/assets/img/tools/,engagement-rate.webp,800x450,WebP,"Create an AfroTools web-card banner for TikTok / Instagram Engagement Rate Calculator - Africa. simple doodle, soft pastel fills, black outline. Show creator desk, camera, content calendar. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=creative; tier=T3.
55,tool-card,50,Event Decoration Cost Calculator - Africa,event-decoration-cost,event-decoration-cost,/tools/event-decoration-cost/,/assets/img/tools/,event-decoration-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for Event Decoration Cost Calculator - Africa. minimal geometric objects with tactile paper grain. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=small-business; tier=T3.
56,tool-card,50,Exam Timetable Generator,exam-timetable,exam-timetable,/tools/exam-timetable/,/assets/img/tools/,exam-timetable.webp,800x450,WebP,"Create an AfroTools web-card banner for Exam Timetable Generator. flat paper texture illustration. Show study desk, notebook, calculator, exam planning sheet. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=education; tier=T3.
57,tool-card,50,Fabric & Material Cost Calculator - Africa,fabric-cost,fabric-cost,/tools/fabric-cost/,/assets/img/tools/,fabric-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for Fabric & Material Cost Calculator - Africa. clean editorial desk scene, warm light. Show pan-African utility dashboard and map fragments. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=african; tier=T3.
58,tool-card,50,Factory Setup Cost Estimator Africa,factory-setup-cost,factory-setup-cost,/tools/factory-setup-cost/,/assets/img/tools/,factory-setup-cost.webp,800x450,WebP,"Create an AfroTools web-card banner for Factory Setup Cost Estimator Africa. calm realistic workspace photo style. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=small-business; tier=T3.
59,tool-card,50,Fashion Brand Startup Cost Calculator - Africa,fashion-brand-startup,fashion-brand-startup,/tools/fashion-brand-startup/,/assets/img/tools/,fashion-brand-startup.webp,800x450,WebP,"Create an AfroTools web-card banner for Fashion Brand Startup Cost Calculator - Africa. simple doodle, soft pastel fills, black outline. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=small-business; tier=T3.
60,tool-card,50,African Festival & Event Travel Budget Calculator,festival-travel-budget,festival-travel-budget,/tools/festival-travel-budget/,/assets/img/tools/,festival-travel-budget.webp,800x450,WebP,"Create an AfroTools web-card banner for African Festival & Event Travel Budget Calculator. soft 3D clay still life. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=travel-tourism; tier=T3.
61,tool-card,50,Film / Movie Budget Breakdown Tool - Nollywood & Africa,film-budget,film-budget,/tools/film-budget/,/assets/img/tools/,film-budget.webp,800x450,WebP,"Create an AfroTools web-card banner for Film / Movie Budget Breakdown Tool - Nollywood & Africa. clean editorial desk scene, warm light. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=personal-finance; tier=T3.
62,tool-card,50,Fire Insurance Calculator for Africa - Building Cover Estimator,fire-insurance,fire-insurance,/tools/fire-insurance/,/assets/img/tools/,fire-insurance.webp,800x450,WebP,"Create an AfroTools web-card banner for Fire Insurance Calculator for Africa - Building Cover Estimator. soft 3D clay still life. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=insurance; tier=T3.
63,tool-card,50,Fire Safety Compliance Checker - Africa,fire-safety-checklist,fire-safety-checklist,/tools/fire-safety-checklist/,/assets/img/tools/,fire-safety-checklist.webp,800x450,WebP,"Create an AfroTools web-card banner for Fire Safety Compliance Checker - Africa. simple doodle, soft pastel fills, black outline. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=security; tier=T3.
64,tool-card,50,Fleet Fuel Budget Calculator Africa,fleet-fuel,fleet-fuel,/tools/fleet-fuel/,/assets/img/tools/,fleet-fuel.webp,800x450,WebP,"Create an AfroTools web-card banner for Fleet Fuel Budget Calculator Africa. simple doodle, soft pastel fills, black outline. Show practical African web app objects and forms. No readable text, no logos, no brand marks. 16:9, polished, useful for social cards.",Canonical app image. Reuse for translated pages unless visible localized text is required. Category=transport; tier=T3.
