route,locale,pageType,coverageState,sourceFile,englishEquivalent,title,description,h1,titleDuplicateCount,descriptionDuplicateCount,errorCount,reviewCount,signalCodes
/agriculture/crop-insurance/cameroon,en,category,native,agriculture/crop-insurance/cameroon.html,/agriculture/crop-insurance/cameroon,Crop Insurance Premium Calculator for Cameroon | AfroTools,"Calculate crop and livestock insurance premiums in Cameroon. See available programs, government subsidies, and payout scenarios for Cocoa, Coffee, Cotton, Cassava.",🇨🇲 Cameroon Crop Insurance Calculator,1,1,0,0,
/agriculture/crop-insurance/cote-d-ivoire,en,category,native,agriculture/crop-insurance/cote-d-ivoire.html,/agriculture/crop-insurance/cote-d-ivoire,Crop Insurance Premium Calculator for Côte d'Ivoire | AfroTools,"Calculate crop and livestock insurance premiums in Côte d'Ivoire. See available programs, government subsidies, and payout scenarios for Cocoa, Coffee, Cashew, Oil Palm.",🇨🇮 Côte d'Ivoire Crop Insurance Calculator,1,1,0,0,
/agriculture/crop-insurance/egypt,en,category,native,agriculture/crop-insurance/egypt.html,/agriculture/crop-insurance/egypt,Crop Insurance Premium Calculator for Egypt | AfroTools,"Calculate crop and livestock insurance premiums in Egypt. See available programs, government subsidies, and payout scenarios for Wheat, Maize, Cotton, Tomato.",🇪🇬 Egypt Crop Insurance Calculator,1,1,0,0,
/agriculture/crop-insurance/ethiopia,en,category,native,agriculture/crop-insurance/ethiopia.html,/agriculture/crop-insurance/ethiopia,Crop Insurance Premium Calculator for Ethiopia | AfroTools,"Calculate crop and livestock insurance premiums in Ethiopia. See available programs, government subsidies, and payout scenarios for Teff, Maize, Coffee, Chickpea.",🇪🇹 Ethiopia Crop Insurance Calculator,1,1,0,0,
/agriculture/crop-insurance/ghana,en,category,native,agriculture/crop-insurance/ghana.html,/agriculture/crop-insurance/ghana,Crop Insurance Premium Calculator for Ghana | AfroTools,"Calculate crop and livestock insurance premiums in Ghana. See available programs, government subsidies, and payout scenarios for Cocoa, Maize, Rice, Cassava.",🇬🇭 Ghana Crop Insurance Calculator,1,1,0,0,
/agriculture/crop-insurance/kenya,en,category,native,agriculture/crop-insurance/kenya.html,/agriculture/crop-insurance/kenya,Crop Insurance Premium Calculator for Kenya | AfroTools,"Calculate crop and livestock insurance premiums in Kenya. See available programs, government subsidies, and payout scenarios for Maize, Tea, Coffee, Common Bean.",🇰🇪 Kenya Crop Insurance Calculator,1,1,0,0,
/agriculture/crop-insurance/morocco,en,category,native,agriculture/crop-insurance/morocco.html,/agriculture/crop-insurance/morocco,Crop Insurance Premium Calculator for Morocco | AfroTools,"Calculate crop and livestock insurance premiums in Morocco. See available programs, government subsidies, and payout scenarios for Wheat, Olive, Citrus, Tomato.",🇲🇦 Morocco Crop Insurance Calculator,1,1,0,0,
/agriculture/crop-insurance/nigeria,en,category,native,agriculture/crop-insurance/nigeria.html,/agriculture/crop-insurance/nigeria,Crop Insurance Premium Calculator for Nigeria | AfroTools,"Calculate crop and livestock insurance premiums in Nigeria. See available programs, government subsidies, and payout scenarios for Maize, Rice, Cassava, Cocoa.",🇳🇬 Nigeria Crop Insurance Calculator,1,1,0,0,
/agriculture/crop-insurance/rwanda,en,category,native,agriculture/crop-insurance/rwanda.html,/agriculture/crop-insurance/rwanda,Crop Insurance Premium Calculator for Rwanda | AfroTools,"Calculate crop and livestock insurance premiums in Rwanda. See available programs, government subsidies, and payout scenarios for Coffee, Tea, Maize, Common Bean.",🇷🇼 Rwanda Crop Insurance Calculator,1,1,0,0,
/agriculture/crop-insurance/senegal,en,category,native,agriculture/crop-insurance/senegal.html,/agriculture/crop-insurance/senegal,Crop Insurance Premium Calculator for Senegal | AfroTools,"Calculate crop and livestock insurance premiums in Senegal. See available programs, government subsidies, and payout scenarios for Groundnut, Millet, Rice, Cotton.",🇸🇳 Senegal Crop Insurance Calculator,1,1,0,0,
/agriculture/crop-insurance/south-africa,en,category,native,agriculture/crop-insurance/south-africa.html,/agriculture/crop-insurance/south-africa,Crop Insurance Premium Calculator for South Africa | AfroTools,"Calculate crop and livestock insurance premiums in South Africa. See available programs, government subsidies, and payout scenarios for Maize, Wheat, Soybean, Citrus.",🇿🇦 South Africa Crop Insurance Calculator,1,1,0,0,
/agriculture/crop-insurance/tanzania,en,category,native,agriculture/crop-insurance/tanzania.html,/agriculture/crop-insurance/tanzania,Crop Insurance Premium Calculator for Tanzania | AfroTools,"Calculate crop and livestock insurance premiums in Tanzania. See available programs, government subsidies, and payout scenarios for Maize, Rice, Cashew, Coffee.",🇹🇿 Tanzania Crop Insurance Calculator,1,1,0,0,
/agriculture/crop-insurance/tunisia,en,category,native,agriculture/crop-insurance/tunisia.html,/agriculture/crop-insurance/tunisia,Crop Insurance Premium Calculator for Tunisia | AfroTools,"Calculate crop and livestock insurance premiums in Tunisia. See available programs, government subsidies, and payout scenarios for Olive, Wheat, Tomato, Citrus.",🇹🇳 Tunisia Crop Insurance Calculator,1,1,0,0,
/agriculture/crop-insurance/uganda,en,category,native,agriculture/crop-insurance/uganda.html,/agriculture/crop-insurance/uganda,Crop Insurance Premium Calculator for Uganda | AfroTools,"Calculate crop and livestock insurance premiums in Uganda. See available programs, government subsidies, and payout scenarios for Coffee, Maize, Banana, Common Bean.",🇺🇬 Uganda Crop Insurance Calculator,1,1,0,0,
/agriculture/crop-planning-yield/,en,category,native,agriculture/crop-planning-yield/index.html,/agriculture/crop-planning-yield/,Crop Planning & Yield Tools | AfroTools Agriculture,"Browse Agriculture tools for planting plans, yield targets, fertilizer, seed rates, harvest timing, and field-readiness workflows.",Crop Planning & Yield,1,1,0,0,
/agriculture/crop-rotation/,en,category,native,agriculture/crop-rotation/index.html,/agriculture/crop-rotation/,Crop Rotation Planner for Africa — Free Farm Planning Tool | AfroTools,Plan optimal crop rotation sequences for your African farm. Get season-by-season recommendations based on soil science. Works for all 54 African countries.,African Crop Rotation Planner,1,1,0,1,TITLE_LONG
/agriculture/crop-yield/,en,category,native,agriculture/crop-yield/index.html,/agriculture/crop-yield/,Crop Yield Estimators for Africa — 54 Countries | AfroTools,"Free crop yield calculators for all 54 African countries. Estimate cassava, maize, rice, sorghum, millet yields by region with country-specific agricultural data.",🌿 Crop Yield Estimators for Africa,1,1,0,0,
/agriculture/crop-yield/algeria,en,category,native,agriculture/crop-yield/algeria.html,/agriculture/crop-yield/algeria,Crop Yield Estimator for Algeria — AfroTools,"Estimate crop yields for wheat, barley, potato, citrus, olive, dates and more across Algeria's 4 agricultural regions. Free calculator.",🇩🇿 Algeria Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/angola,en,category,native,agriculture/crop-yield/angola.html,/agriculture/crop-yield/angola,Crop Yield Estimator for Angola — AfroTools,"Estimate crop yields for cassava, maize, banana, sweet potato, coffee and more across Angola's 4 agroecological zones. Free calculator.",🇦🇴 Angola Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/benin,en,category,native,agriculture/crop-yield/benin.html,/agriculture/crop-yield/benin,Crop Yield Estimator for Benin — AfroTools,"Estimate crop yields for cotton, maize, cassava, yam, rice and more across Benin's 3 agroecological zones. Free agricultural calculator.",🇧🇯 Benin Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/botswana,en,category,native,agriculture/crop-yield/botswana.html,/agriculture/crop-yield/botswana,Crop Yield Estimator for Botswana — AfroTools,"Estimate crop yields for sorghum, maize, millet, cowpea, sunflower and more across Botswana's agricultural zones. Free calculator.",🇧🇼 Botswana Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/burkina-faso,en,category,native,agriculture/crop-yield/burkina-faso.html,/agriculture/crop-yield/burkina-faso,Crop Yield Estimator for Burkina Faso — AfroTools,"Estimate crop yields for cotton, sorghum, millet, maize, cowpea and more across Burkina Faso's 3 agroecological zones. Free agricultural calculator.",🇧🇫 Burkina Faso Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/burundi,en,category,native,agriculture/crop-yield/burundi.html,/agriculture/crop-yield/burundi,Crop Yield Estimator for Burundi — AfroTools,"Estimate crop yields for beans, banana, cassava, coffee, rice and more across Burundi's 3 agroecological zones. Free agricultural calculator.",🇧🇮 Burundi Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/cabo-verde,en,category,native,agriculture/crop-yield/cabo-verde.html,/agriculture/crop-yield/cabo-verde,Crop Yield Estimator for Cabo Verde — AfroTools,"Estimate crop yields for maize, beans, banana, sugar cane, tomato and more in Cabo Verde. Free calculator.",🇨🇻 Cabo Verde Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/cameroon,en,category,native,agriculture/crop-yield/cameroon.html,/agriculture/crop-yield/cameroon,Crop Yield Estimator for Cameroon — AfroTools,"Estimate crop yields for cocoa, coffee, cassava, maize, plantain and more across Cameroon's 5 agroecological zones. Free agricultural calculator.",🇨🇲 Cameroon Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/central-african-republic,en,category,native,agriculture/crop-yield/central-african-republic.html,/agriculture/crop-yield/central-african-republic,Crop Yield Estimator for Central African Republic — AfroTools,"Estimate crop yields for cassava, groundnut, maize, sorghum, cotton and more across CAR's 3 agricultural zones. Free calculator.",🇨🇫 Central African Republic Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/chad,en,category,native,agriculture/crop-yield/chad.html,/agriculture/crop-yield/chad,Crop Yield Estimator for Chad — AfroTools,"Estimate crop yields for sorghum, millet, groundnut, cotton, rice and more across Chad's 3 agroecological zones. Free calculator.",🇹🇩 Chad Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/comoros,en,category,native,agriculture/crop-yield/comoros.html,/agriculture/crop-yield/comoros,Crop Yield Estimator for Comoros — AfroTools,"Estimate crop yields for vanilla, clove, coconut, banana, cassava and more in Comoros. Free calculator.",🇰🇲 Comoros Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/congo-brazzaville,en,category,native,agriculture/crop-yield/congo-brazzaville.html,/agriculture/crop-yield/congo-brazzaville,Crop Yield Estimator for Congo — AfroTools,"Estimate crop yields for cassava, sugar cane, oil palm, plantain and more across Congo's 3 agricultural regions. Free calculator.",🇨🇬 Congo Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/cote-d-ivoire,en,category,native,agriculture/crop-yield/cote-d-ivoire.html,/agriculture/crop-yield/cote-d-ivoire,Crop Yield Estimator for Côte d'Ivoire — AfroTools,"Estimate crop yields for cocoa, coffee, cashew, rubber, cassava and more across Cote d'Ivoire's 4 agroecological zones. Free agricultural calculator.",🇨🇮 Côte d'Ivoire Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/djibouti,en,category,native,agriculture/crop-yield/djibouti.html,/agriculture/crop-yield/djibouti,Crop Yield Estimator for Djibouti — AfroTools,"Estimate crop yields for tomato, onion, dates and more in Djibouti's agricultural zones. Free calculator.",🇩🇯 Djibouti Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/dr-congo,en,category,native,agriculture/crop-yield/dr-congo.html,/agriculture/crop-yield/dr-congo,Crop Yield Estimator for DR Congo — AfroTools,"Estimate crop yields for cassava, maize, plantain, rice, coffee and more across DR Congo's 5 agroecological zones. Free agricultural calculator.",🇨🇩 DR Congo Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/egypt,en,category,native,agriculture/crop-yield/egypt.html,/agriculture/crop-yield/egypt,Crop Yield Estimator for Egypt — AfroTools,"Estimate crop yields for wheat, maize, rice, sugar cane, cotton and more across Egypt's 5 agricultural zones. Free calculator with Nile Valley-specific data.",🇪🇬 Egypt Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/equatorial-guinea,en,category,native,agriculture/crop-yield/equatorial-guinea.html,/agriculture/crop-yield/equatorial-guinea,Crop Yield Estimator for Equatorial Guinea — AfroTools,"Estimate crop yields for cocoa, coffee, cassava, sweet potato and more in Equatorial Guinea. Free calculator.",🇬🇶 Equatorial Guinea Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/eritrea,en,category,native,agriculture/crop-yield/eritrea.html,/agriculture/crop-yield/eritrea,Crop Yield Estimator for Eritrea — AfroTools,"Estimate crop yields for sorghum, millet, barley, teff, wheat and more across Eritrea's 3 agroecological zones. Free calculator.",🇪🇷 Eritrea Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/eswatini,en,category,native,agriculture/crop-yield/eswatini.html,/agriculture/crop-yield/eswatini,Crop Yield Estimator for Eswatini — AfroTools,"Estimate crop yields for sugar cane, maize, cotton, citrus, pineapple and more across Eswatini's 3 ecological zones. Free calculator.",🇸🇿 Eswatini Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/ethiopia,en,category,native,agriculture/crop-yield/ethiopia.html,/agriculture/crop-yield/ethiopia,Crop Yield Estimator for Ethiopia — AfroTools,"Estimate crop yields for teff, coffee, maize, wheat, sorghum and more across Ethiopia's 6 agroecological zones. Free agricultural calculator with region-specific data.",🇪🇹 Ethiopia Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/gabon,en,category,native,agriculture/crop-yield/gabon.html,/agriculture/crop-yield/gabon,Crop Yield Estimator for Gabon — AfroTools,"Estimate crop yields for cassava, plantain, oil palm, cocoa and more across Gabon's agricultural zones. Free calculator.",🇬🇦 Gabon Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/gambia,en,category,native,agriculture/crop-yield/gambia.html,/agriculture/crop-yield/gambia,Crop Yield Estimator for Gambia — AfroTools,"Estimate crop yields for groundnut, millet, rice, sorghum, maize and more across Gambia's 3 agricultural regions. Free calculator.",🇬🇲 Gambia Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/ghana,en,category,native,agriculture/crop-yield/ghana.html,/agriculture/crop-yield/ghana,Crop Yield Estimator for Ghana — AfroTools,"Estimate crop yields for cocoa, cassava, maize, rice, yam and more across Ghana's 6 agroecological zones. Free agricultural calculator with region-specific data.",🇬🇭 Ghana Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/guinea,en,category,native,agriculture/crop-yield/guinea.html,/agriculture/crop-yield/guinea,Crop Yield Estimator for Guinea — AfroTools,"Estimate crop yields for rice, cassava, fonio, groundnut, oil palm and more across Guinea's 4 agroecological zones. Free agricultural calculator.",🇬🇳 Guinea Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/guinea-bissau,en,category,native,agriculture/crop-yield/guinea-bissau.html,/agriculture/crop-yield/guinea-bissau,Crop Yield Estimator for Guinea-Bissau — AfroTools,"Estimate crop yields for cashew, rice, groundnut, millet, sorghum and more across Guinea-Bissau's agricultural zones. Free calculator.",🇬🇼 Guinea-Bissau Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/kenya,en,category,native,agriculture/crop-yield/kenya.html,/agriculture/crop-yield/kenya,Crop Yield Estimator for Kenya — AfroTools,"Estimate crop yields for tea, maize, wheat, coffee, avocado and more across Kenya's 7 agroecological zones. Free agricultural calculator with region-specific data.",🇰🇪 Kenya Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/lesotho,en,category,native,agriculture/crop-yield/lesotho.html,/agriculture/crop-yield/lesotho,Crop Yield Estimator for Lesotho — AfroTools,"Estimate crop yields for maize, sorghum, wheat, beans and more across Lesotho's 3 agroecological zones. Free calculator.",🇱🇸 Lesotho Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/liberia,en,category,native,agriculture/crop-yield/liberia.html,/agriculture/crop-yield/liberia,Crop Yield Estimator for Liberia — AfroTools,"Estimate crop yields for rubber, rice, cassava, cocoa, oil palm and more across Liberia's 3 agricultural regions. Free calculator.",🇱🇷 Liberia Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/libya,en,category,native,agriculture/crop-yield/libya.html,/agriculture/crop-yield/libya,Crop Yield Estimator for Libya — AfroTools,"Estimate crop yields for wheat, barley, olive, dates, tomato and more across Libya's 3 agricultural zones. Free calculator.",🇱🇾 Libya Crop Yield Estimator,1,1,0,0,
/agriculture/crop-yield/madagascar,en,category,native,agriculture/crop-yield/madagascar.html,/agriculture/crop-yield/madagascar,Crop Yield Estimator for Madagascar — AfroTools,"Estimate crop yields for rice, cassava, vanilla, clove, coffee and more across Madagascar's 4 agroecological zones. Free agricultural calculator.",🇲🇬 Madagascar Crop Yield Estimator,1,1,0,0,
