route,relPath,family,issue,evidence,fixCandidates
"/cameroon/","cameroon/index.html","cameroon","late_multicolumn_collapse","cameroon/index.html: .hub-info-grid keeps 2 columns until 600px.","cameroon/index.html | shared early-collapse layout pattern"
"/cape-verde/","cape-verde/index.html","cape-verde","tap_targets_below_44","cape-verde/index.html: .hub-cta a is likely about 38.9px tall.","cape-verde/index.html | shared 44px tap target pattern"
"/cape-verde/","cape-verde/index.html","cape-verde","late_multicolumn_collapse","cape-verde/index.html: .hub-info-grid keeps 2 columns until 600px.","cape-verde/index.html | shared early-collapse layout pattern"
"/central-africa/","central-africa/index.html","central-africa","tap_targets_below_44","central-africa/index.html: .hub-cta a is likely about 38.9px tall.","central-africa/index.html | shared 44px tap target pattern"
"/central-africa/","central-africa/index.html","central-africa","late_multicolumn_collapse","central-africa/index.html: .hub-info-grid keeps 2 columns until 600px.","central-africa/index.html | shared early-collapse layout pattern"
"/central-african-republic/","central-african-republic/index.html","central-african-republic","late_multicolumn_collapse","central-african-republic/index.html: .ig keeps 2 columns until 600px.","central-african-republic/index.html | shared early-collapse layout pattern"
"/chad/","chad/index.html","chad","tap_targets_below_44","chad/index.html: .hub-cta a is likely about 38.9px tall.","chad/index.html | shared 44px tap target pattern"
"/chad/","chad/index.html","chad","late_multicolumn_collapse","chad/index.html: .hub-info-grid keeps 2 columns until 600px.","chad/index.html | shared early-collapse layout pattern"
"/changelog/","changelog/index.html","changelog","late_multicolumn_collapse","changelog/index.html: .content keeps 2 columns until 760px.","changelog/index.html | shared early-collapse layout pattern"
"/climate/","climate/index.html","climate","tap_targets_below_44","assets/css/climate.css: .cl-pathway-result-grid a,.cl-pathway-sequence a is likely about 41.2px tall.","assets/css/climate.css | shared 44px tap target pattern"
"/climate/","climate/index.html","climate","late_multicolumn_collapse","assets/css/climate.css: .cl-tools-grid keeps 2 columns until 480px.","assets/css/climate.css | shared early-collapse layout pattern"
"/comoros/","comoros/index.html","comoros","tap_targets_below_44","comoros/index.html: .hub-cta a is likely about 38.9px tall.","comoros/index.html | shared 44px tap target pattern"
"/comoros/","comoros/index.html","comoros","late_multicolumn_collapse","comoros/index.html: .hub-info-grid keeps 2 columns until 600px.","comoros/index.html | shared early-collapse layout pattern"
"/compare/egypt-vs-south-africa-tax/","compare/egypt-vs-south-africa-tax/index.html","compare","late_multicolumn_collapse","compare/egypt-vs-south-africa-tax/index.html: .compare-cta keeps 2 columns until 600px.","compare/egypt-vs-south-africa-tax/index.html | shared early-collapse layout pattern"
"/compare/ghana-vs-nigeria-tax/","compare/ghana-vs-nigeria-tax/index.html","compare","late_multicolumn_collapse","compare/ghana-vs-nigeria-tax/index.html: .compare-cta keeps 2 columns until 600px. | compare/ghana-vs-nigeria-tax/index.html: .example-grid keeps 2 columns until 600px.","compare/ghana-vs-nigeria-tax/index.html | shared early-collapse layout pattern"
"/compare/kenya-vs-tanzania-tax/","compare/kenya-vs-tanzania-tax/index.html","compare","late_multicolumn_collapse","compare/kenya-vs-tanzania-tax/index.html: .compare-cta keeps 2 columns until 600px. | compare/kenya-vs-tanzania-tax/index.html: .example-grid keeps 2 columns until 600px.","compare/kenya-vs-tanzania-tax/index.html | shared early-collapse layout pattern"
"/compare/nigeria-vs-kenya-tax/","compare/nigeria-vs-kenya-tax/index.html","compare","late_multicolumn_collapse","compare/nigeria-vs-kenya-tax/index.html: .compare-cta keeps 2 columns until 600px. | compare/nigeria-vs-kenya-tax/index.html: .example-grid keeps 2 columns until 600px.","compare/nigeria-vs-kenya-tax/index.html | shared early-collapse layout pattern"
"/compare/south-africa-vs-nigeria-tax/","compare/south-africa-vs-nigeria-tax/index.html","compare","late_multicolumn_collapse","compare/south-africa-vs-nigeria-tax/index.html: .compare-cta keeps 2 columns until 600px. | compare/south-africa-vs-nigeria-tax/index.html: .example-grid keeps 2 columns until 600px.","compare/south-africa-vs-nigeria-tax/index.html | shared early-collapse layout pattern"
"/congo/","congo/index.html","congo","tap_targets_below_44","congo/index.html: .hub-cta a is likely about 38.9px tall.","congo/index.html | shared 44px tap target pattern"
"/congo/","congo/index.html","congo","late_multicolumn_collapse","congo/index.html: .hub-info-grid keeps 2 columns until 600px.","congo/index.html | shared early-collapse layout pattern"
"/contact/","contact/index.html","contact","sub16_form_controls","contact/index.html: .form-card-sub sets control text to 13.1px.","contact/index.html | shared mobile form sizing pattern"
"/cote-divoire/","cote-divoire/index.html","cote-divoire","tap_targets_below_44","cote-divoire/index.html: .hub-cta a is likely about 38.9px tall.","cote-divoire/index.html | shared 44px tap target pattern"
"/cote-divoire/","cote-divoire/index.html","cote-divoire","late_multicolumn_collapse","cote-divoire/index.html: .hub-info-grid keeps 2 columns until 600px.","cote-divoire/index.html | shared early-collapse layout pattern"
"/countries/","countries/index.html","countries","late_multicolumn_collapse","countries/index.html: .c-grid keeps 2 columns until no collapse rule.","countries/index.html | shared early-collapse layout pattern"
"/creative/","creative/index.html","creative","late_multicolumn_collapse","creative/index.html: .creative-ledger-grid keeps 2 columns until 720px. | creative/index.html: .creative-surface-grid, .creative-taxonomy-grid keeps 2 columns until 720px. | creative/index.html: .creative-featured-grid keeps 3 columns until 720px. | creative/index.html: .creative-stream-item keeps 2 columns until 720px. | creative/index.html: .creative-surface-grid, .creative-taxonomy-grid, .creative-featured-grid keeps 2 columns until 720px.","creative/index.html | shared early-collapse layout pattern"
"/crypto/address-validator/","crypto/address-validator/index.html","crypto","sub16_form_controls","crypto/address-validator/index.html: .btn-share sets control text to 13px.","crypto/address-validator/index.html | shared mobile form sizing pattern"
"/crypto/address-validator/","crypto/address-validator/index.html","crypto","tap_targets_below_44","crypto/address-validator/index.html: .btn-share is likely about 31.6px tall. | crypto/address-validator/index.html: .btn-share svg is likely about 14px tall.","crypto/address-validator/index.html | shared 44px tap target pattern"
"/crypto/address-validator/","crypto/address-validator/index.html","crypto","late_multicolumn_collapse","crypto/address-validator/index.html: .result-details keeps 2 columns until 500px.","crypto/address-validator/index.html | shared early-collapse layout pattern"
"/crypto/dca-calculator/","crypto/dca-calculator/index.html","crypto","tap_targets_below_44","crypto/dca-calculator/index.html: .btn-calculate is likely about 43.2px tall. | crypto/dca-calculator/index.html: .btn-calculate .spinner is likely about 16px tall.","crypto/dca-calculator/index.html | shared 44px tap target pattern"
"/crypto/dca-calculator/","crypto/dca-calculator/index.html","crypto","late_multicolumn_collapse","crypto/dca-calculator/index.html: .dca-summary-grid keeps 2 columns until 480px.","crypto/dca-calculator/index.html | shared early-collapse layout pattern"
"/crypto/exchange-ratings/","crypto/exchange-ratings/index.html","crypto","late_multicolumn_collapse","crypto/exchange-ratings/index.html: .detail-info-grid keeps 2 columns until 480px.","crypto/exchange-ratings/index.html | shared early-collapse layout pattern"
"/crypto/portfolio/","crypto/portfolio/index.html","crypto","tap_targets_below_44","crypto/portfolio/index.html: .btn-add-coin is likely about 39.2px tall. | crypto/portfolio/index.html: .btn-export, .btn-clear is likely about 35.2px tall. | crypto/portfolio/index.html: .btn-remove is likely about 29.6px tall. | crypto/portfolio/index.html: .modal-box .btn-primary is likely about 39.2px tall.","crypto/portfolio/index.html | shared 44px tap target pattern"
"/crypto/portfolio/","crypto/portfolio/index.html","crypto","late_multicolumn_collapse","crypto/portfolio/index.html: .summary-grid keeps 2 columns until 480px.","crypto/portfolio/index.html | shared early-collapse layout pattern"
"/crypto/prices/","crypto/prices/index.html","crypto","late_multicolumn_collapse","assets/css/crypto.css: .coin-detail-stats keeps 2 columns until no collapse rule.","assets/css/crypto.css | shared early-collapse layout pattern"
"/crypto/profit-calculator/","crypto/profit-calculator/index.html","crypto","sub16_form_controls","crypto/profit-calculator/index.html: .input-with-prefix .prefix sets control text to 14px.","crypto/profit-calculator/index.html | shared mobile form sizing pattern"
"/crypto/profit-calculator/","crypto/profit-calculator/index.html","crypto","late_multicolumn_collapse","crypto/profit-calculator/index.html: .fee-row keeps 2 columns until no collapse rule.","crypto/profit-calculator/index.html | shared early-collapse layout pattern"
"/crypto/quiz/","crypto/quiz/index.html","crypto","sub16_form_controls","crypto/quiz/index.html: .action-btn sets control text to 15px.","crypto/quiz/index.html | shared mobile form sizing pattern"
"/crypto/quiz/","crypto/quiz/index.html","crypto","late_multicolumn_collapse","crypto/quiz/index.html: .difficulty-grid keeps 3 columns until 600px.","crypto/quiz/index.html | shared early-collapse layout pattern"
"/crypto/scam-checker/","crypto/scam-checker/index.html","crypto","tap_targets_below_44","crypto/scam-checker/index.html: .btn-check, .btn-submit is likely about 43.2px tall.","crypto/scam-checker/index.html | shared 44px tap target pattern"
"/crypto/stablecoins/","crypto/stablecoins/index.html","crypto","late_multicolumn_collapse","crypto/stablecoins/index.html: .table-header keeps 6 columns until no collapse rule.","crypto/stablecoins/index.html | shared early-collapse layout pattern"
"/crypto/tax-calculator/","crypto/tax-calculator/index.html","crypto","tap_targets_below_44","crypto/tax-calculator/index.html: .btn-add-trade is likely about 39.2px tall. | crypto/tax-calculator/index.html: .btn-csv is likely about 39.2px tall. | crypto/tax-calculator/index.html: .btn-export is likely about 43.2px tall. | crypto/tax-calculator/index.html: .modal-box .btn-modal-close is likely about 39.2px tall.","crypto/tax-calculator/index.html | shared 44px tap target pattern"
"/crypto/tax-calculator/","crypto/tax-calculator/index.html","crypto","late_multicolumn_collapse","crypto/tax-calculator/index.html: .trade-form keeps 2 columns until 480px. | crypto/tax-calculator/index.html: .results-grid keeps 2 columns until 480px. | crypto/tax-calculator/index.html: .rules-grid keeps 2 columns until 480px.","crypto/tax-calculator/index.html | shared early-collapse layout pattern"
"/dashboard/api/","dashboard/api/index.html","dashboard","sub16_form_controls","dashboard/api/index.html: .btn-primary sets control text to 15.2px. | dashboard/api/index.html: .btn-secondary sets control text to 13.6px. | dashboard/api/index.html: .btn-danger sets control text to 13.6px.","dashboard/api/index.html | shared mobile form sizing pattern"
"/dashboard/","dashboard/index.html","dashboard","sub16_form_controls","dashboard/index.html: .btn-edit-profile sets control text to 13.4px. | dashboard/index.html: .btn-logout sets control text to 13.4px. | dashboard/index.html: .btn-cancel sets control text to 13.6px. | dashboard/index.html: .btn-save sets control text to 13.6px.","dashboard/index.html | shared mobile form sizing pattern"
"/dashboard/","dashboard/index.html","dashboard","tap_targets_below_44","dashboard/index.html: .btn-edit-profile is likely about 34.1px tall. | dashboard/index.html: .btn-logout is likely about 34.1px tall. | dashboard/index.html: .interest-chip .chip-check is likely about 18px tall. | dashboard/index.html: .interest-chip .chip-check svg is likely about 10px tall. | dashboard/index.html: .btn-cancel is likely about 36.3px tall. | dashboard/index.html: .btn-save is likely about 36.3px tall.","dashboard/index.html | shared 44px tap target pattern"
"/dashboard/","dashboard/index.html","dashboard","late_multicolumn_collapse","assets/css/dashboard.css: .mn-qa-grid keeps 2 columns until no collapse rule. | assets/css/dashboard.css: .mn-qa-grid keeps 2 columns until no collapse rule. | dashboard/index.html: .interest-grid keeps 3 columns until no collapse rule. | dashboard/index.html: .interest-grid keeps 2 columns until no collapse rule.","assets/css/dashboard.css | dashboard/index.html | shared early-collapse layout pattern"
"/dashboard/vault/","dashboard/vault/index.html","dashboard","sub16_form_controls","dashboard/vault/index.html: .auth-gate .btn-signin sets control text to 15.2px. | dashboard/vault/index.html: .btn-upgrade sets control text to 12.8px.","dashboard/vault/index.html | shared mobile form sizing pattern"
"/dashboard/vault/","dashboard/vault/index.html","dashboard","tap_targets_below_44","dashboard/vault/index.html: .auth-gate .btn-signin is likely about 38.2px tall. | dashboard/vault/index.html: .btn-upgrade is likely about 29.4px tall. | dashboard/vault/index.html: .vault-empty-links a is likely about 32.3px tall.","dashboard/vault/index.html | shared 44px tap target pattern"
"/data-productivity/","data-productivity/index.html","data-productivity","custom_mobile_nav_search","data-productivity/index.html: Page uses custom mobile chrome tokens: search-input, filter-bar.","data-productivity | assets/js/components/navbar.js adoption"
"/developer-tools/","developer-tools/index.html","developer-tools","sub16_form_controls","developer-tools/index.html: .pill sets control text to 12.2px.","developer-tools/index.html | shared mobile form sizing pattern"
"/developer-tools/","developer-tools/index.html","developer-tools","late_multicolumn_collapse","developer-tools/index.html: .scoreboard keeps 2 columns until no collapse rule. | developer-tools/index.html: .thesis-grid keeps 4 columns until 520px. | developer-tools/index.html: .scoreboard keeps 3 columns until no collapse rule. | developer-tools/index.html: .thesis-grid keeps 2 columns until 520px. | developer-tools/index.html: .scoreboard keeps 2 columns until no collapse rule.","developer-tools/index.html | shared early-collapse layout pattern"
"/diaspora/","diaspora/index.html","diaspora","late_multicolumn_collapse","assets/css/diaspora.css: .ds-tools-grid keeps 2 columns until 480px.","assets/css/diaspora.css | shared early-collapse layout pattern"
"/djibouti/","djibouti/index.html","djibouti","tap_targets_below_44","djibouti/index.html: .hub-cta a is likely about 38.9px tall.","djibouti/index.html | shared 44px tap target pattern"
"/djibouti/","djibouti/index.html","djibouti","late_multicolumn_collapse","djibouti/index.html: .hub-info-grid keeps 2 columns until 600px.","djibouti/index.html | shared early-collapse layout pattern"
"/dr-congo/","dr-congo/index.html","dr-congo","late_multicolumn_collapse","dr-congo/index.html: .ig keeps 2 columns until 600px.","dr-congo/index.html | shared early-collapse layout pattern"
"/drc/","drc/index.html","drc","tap_targets_below_44","drc/index.html: .hub-cta a is likely about 38.9px tall.","drc/index.html | shared 44px tap target pattern"
"/drc/","drc/index.html","drc","late_multicolumn_collapse","drc/index.html: .hub-info-grid keeps 2 columns until 600px.","drc/index.html | shared early-collapse layout pattern"
"/education/afrostudy/","education/afrostudy/index.html","education","sub16_form_controls","education/afrostudy/index.html: .btn sets control text to 14px. | education/afrostudy/index.html: .btn-sm sets control text to 12.5px. | education/afrostudy/index.html: .tab-btn sets control text to 14px. | education/afrostudy/index.html: .btn-ghost-light sets control text to 11.5px. | education/afrostudy/index.html: .btn-lg sets control text to 15.2px. | education/afrostudy/index.html: .btn-danger-outline sets control text to 12px.","education/afrostudy/index.html | shared mobile form sizing pattern"
"/education/afrostudy/","education/afrostudy/index.html","education","tap_targets_below_44","education/afrostudy/index.html: .btn-ghost-light is likely about 27.8px tall. | education/afrostudy/index.html: .btn-danger-outline is likely about 28.4px tall. | education/afrostudy/index.html: .btn-success-outline is likely about 35.7px tall.","education/afrostudy/index.html | shared 44px tap target pattern"
"/education/afrostudy/","education/afrostudy/index.html","education","late_multicolumn_collapse","education/afrostudy/index.html: .stats-row keeps 4 columns until no collapse rule. | education/afrostudy/index.html: .subj-grid keeps 3 columns until 480px. | education/afrostudy/index.html: .summary-stats keeps 3 columns until 480px. | education/afrostudy/index.html: .nav-grid keeps 5 columns until no collapse rule. | education/afrostudy/index.html: .results-stats keeps 4 columns until no collapse rule. | education/afrostudy/index.html: .grade-scale-grid keeps 6 columns until no collapse rule.","education/afrostudy/index.html | shared early-collapse layout pattern"
"/education/","education/index.html","education","tap_targets_below_44","education/index.html: .registry-pills a is likely about 26.2px tall.","education/index.html | shared 44px tap target pattern"
"/education/","education/index.html","education","late_multicolumn_collapse","education/index.html: .registry-card keeps 2 columns until 720px.","education/index.html | shared early-collapse layout pattern"
"/egypt/","egypt/index.html","egypt","late_multicolumn_collapse","egypt/index.html: .eg-info-grid keeps 2 columns until 600px.","egypt/index.html | shared early-collapse layout pattern"
"/embed/","embed/index.html","embed","tap_targets_below_44","embed/index.html: a is likely about 43.2px tall.","embed/index.html | shared 44px tap target pattern"
"/embed/","embed/index.html","embed","custom_mobile_nav_search","embed/index.html: Page uses custom mobile chrome tokens: search-input, filter-bar.","embed | assets/js/components/navbar.js adoption"
"/energy/","energy/index.html","energy","tap_targets_below_44","assets/css/energy-competitive.css: .en-hub-path-steps a,.en-home-path-steps a is likely about 34px tall.","assets/css/energy-competitive.css | shared 44px tap target pattern"
"/energy/","energy/index.html","energy","late_multicolumn_collapse","assets/css/energy-competitive.css: .en-hub-path-grid,.en-home-path-grid keeps 5 columns until 640px. | assets/css/energy-competitive.css: .en-hub-path-grid,.en-home-path-grid keeps 2 columns until 640px. | assets/css/energy-hub.css: .en-stats-inner keeps 4 columns until 520px. | assets/css/energy-hub.css: .en-stats-inner keeps 2 columns until 520px.","assets/css/energy-competitive.css | assets/css/energy-hub.css | shared early-collapse layout pattern"
"/engineering/afrodraft/app.html","engineering/afrodraft/app.html","engineering","sub16_form_controls","engineering/afrodraft/assets/css/app.css: .layer-toolbar button sets control text to 10px. | engineering/afrodraft/assets/css/app.css: .modal-field input,.modal-field select sets control text to 11px. | engineering/afrodraft/assets/css/app.css: .recent-item-actions button sets control text to 11px.","engineering/afrodraft/assets/css/app.css | shared mobile form sizing pattern"
"/engineering/afrodraft/app.html","engineering/afrodraft/app.html","engineering","tap_targets_below_44","engineering/afrodraft/assets/css/app.css: #tab-bar is likely about 27.2px tall. | engineering/afrodraft/assets/css/app.css: #tab-new is likely about 26px tall. | engineering/afrodraft/assets/css/app.css: #zoom-controls button is likely about 24px tall. | engineering/afrodraft/assets/css/app.css: .layer-toolbar button is likely about 16px tall. | engineering/afrodraft/assets/css/app.css: .recent-item-actions button is likely about 24px tall. | assets/css/engineering-enhancements.css: .eng-lead-form button is likely about 42px tall.","engineering/afrodraft/assets/css/app.css | assets/css/engineering-enhancements.css | shared 44px tap target pattern"
"/engineering/afrodraft/app.html","engineering/afrodraft/app.html","engineering","late_multicolumn_collapse","engineering/afrodraft/assets/css/app.css: #main-area keeps 3 columns until no collapse rule. | engineering/afrodraft/assets/css/workspace-shell.css: #cad-app.workspace-shell-ready #main-area keeps 4 columns until no collapse rule. | engineering/afrodraft/assets/css/workspace-shell.css: #cad-app.workspace-shell-ready.rulers-hidden #main-area keeps 3 columns until no collapse rule. | engineering/afrodraft/assets/css/workspace-shell.css: #cad-app.workspace-shell-ready.inspector-floating #main-area keeps 4 columns until no collapse rule. | engineering/afrodraft/assets/css/workspace-shell.css: #cad-app.workspace-shell-ready.rulers-hidden.inspector-floating #main-area keeps 3 columns until no collapse rule.","engineering/afrodraft/assets/css/app.css | engineering/afrodraft/assets/css/workspace-shell.css | shared early-collapse layout pattern"
"/engineering/afrodraft/app.html","engineering/afrodraft/app.html","engineering","horizontal_overflow_risk","engineering/afrodraft/assets/css/app.css: #cad-app uses 100vw, which often causes mobile overflow with padding or scrollbars. | engineering/afrodraft/assets/css/app.css: .cp-box hard-codes 480px without an obvious max-width guard.","engineering/afrodraft/assets/css/app.css | shared overflow guard pattern"
"/engineering/afrodraft/app.html","engineering/afrodraft/app.html","engineering","custom_mobile_nav_search","engineering/afrodraft/app.html: Page uses custom mobile chrome tokens: topbar, drawer, search-input, filter-bar.","engineering | shared app shell mobile pattern"
"/engineering/floor-planner/","engineering/floor-planner/index.html","engineering","late_multicolumn_collapse","engineering/floor-planner/css/floor-planner.css: .fp-mobile-tools-grid keeps 4 columns until no collapse rule.","engineering/floor-planner/css/floor-planner.css | shared early-collapse layout pattern"
"/equatorial-guinea/","equatorial-guinea/index.html","equatorial-guinea","tap_targets_below_44","equatorial-guinea/index.html: .hub-cta a is likely about 38.9px tall.","equatorial-guinea/index.html | shared 44px tap target pattern"
"/equatorial-guinea/","equatorial-guinea/index.html","equatorial-guinea","late_multicolumn_collapse","equatorial-guinea/index.html: .hub-info-grid keeps 2 columns until 600px.","equatorial-guinea/index.html | shared early-collapse layout pattern"
"/eritrea/","eritrea/index.html","eritrea","tap_targets_below_44","eritrea/index.html: .hub-cta a is likely about 38.9px tall.","eritrea/index.html | shared 44px tap target pattern"
"/eritrea/","eritrea/index.html","eritrea","late_multicolumn_collapse","eritrea/index.html: .hub-info-grid keeps 2 columns until 600px.","eritrea/index.html | shared early-collapse layout pattern"
"/eswatini/","eswatini/index.html","eswatini","tap_targets_below_44","eswatini/index.html: .hub-cta a is likely about 38.9px tall.","eswatini/index.html | shared 44px tap target pattern"
"/eswatini/","eswatini/index.html","eswatini","late_multicolumn_collapse","eswatini/index.html: .hub-info-grid keeps 2 columns until 600px.","eswatini/index.html | shared early-collapse layout pattern"
