id,slug,title,provider,destination_countries,study_levels,fields,funding_type,current_status,deadline_date,deadline_text,deadline_classification,display_label,safe_display_explanation,manual_deadline_verification_needed,classification_evidence,deadline_confidence,source_confidence,proof_level,confidence_mode,trust_level,source_key,official_url_quality,official_url_domain,official_url,source_url,last_verified_at,last_seen_at,days_left
6ceabfa5-6dfc-4054-8750-6154a7b1353e,cambridge-mastercard-foundation-scholars,Cambridge Mastercard Foundation Scholars Program,University of Cambridge,uk,masters,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,mastercardfoundation.fund.cam.ac.uk,https://www.mastercardfoundation.fund.cam.ac.uk/,https://www.mastercardfoundation.fund.cam.ac.uk/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
ac8c9562-9cdc-49ad-9e16-5c656407a8c4,cambridge-trust-scholarships,Cambridge Trust Scholarships,Cambridge Trust,uk,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,cambridgetrust.org,https://www.cambridgetrust.org/scholarships/,https://www.cambridgetrust.org/scholarships/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
627f8164-3186-4fb7-8bd6-5a3b3e9664bb,campus-france-campusbourses,Campus France CampusBourses,Campus France,eu,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,campusbourses.campusfrance.org,https://campusbourses.campusfrance.org/,https://campusbourses.campusfrance.org/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
092c6513-bd87-4e08-aaf9-2b9d2faef5f7,carleton-awards,Carleton Awards and Financial Aid,Carleton University,canada,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,carleton.ca,https://carleton.ca/awards/,https://carleton.ca/awards/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
4d53d03e-5277-4539-9f68-249dc5a8750b,chalmers-scholarships,Chalmers Scholarships,Chalmers University of Technology,eu,masters,stem|any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,chalmers.se,https://www.chalmers.se/en/education/fees-finance/scholarships/,https://www.chalmers.se/en/education/fees-finance/scholarships/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
fa3d4885-b0e8-494f-9878-5efc77d08b2b,warwick-chancellors-international-scholarship,Chancellor's International Scholarship,University of Warwick,uk,phd,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,warwick.ac.uk,https://warwick.ac.uk/services/dc/schols_fund/scholarships_and_funding/chancellors_int,https://warwick.ac.uk/services/dc/schols_fund/scholarships_and_funding/chancellors_int,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
7d1f82b9-997f-4098-9489-2cf7e3d675cc,sussex-chancellors-international-scholarships,Chancellor's International Scholarships,University of Sussex,uk,masters,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,sussex.ac.uk,https://www.sussex.ac.uk/study/fees-funding/masters-scholarships/view/1541-Chancellors-International-Scholarships,https://www.sussex.ac.uk/study/fees-funding/masters-scholarships/view/1541-Chancellors-International-Scholarships,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
14352a23-2897-426b-af00-9ae03e674457,chevening-scholarship-uk-government-fcdo,Chevening Scholarship,UK Government (FCDO),uk,masters,any,full,unclear,,Nov (annual),annual_cycle_expected,Annual cycle expected,Show the month or cycle hint only as an estimated annual pattern. Do not calculate days left until a dated deadline is verified.,yes,deadline_text has a month or cycle hint but no year-specific deadline_date,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,chevening.org,https://www.chevening.org,https://www.chevening.org,2026-05-20T00:34:46.280Z,2026-05-20T00:34:46.280Z,
cd46be9f-d643-4f07-9229-fb232f02b93e,city-scholarships,City St George's Scholarships,City St George's University of London,uk,undergrad|masters,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The official link or source needs manual verification before any deadline or open status is shown.,yes,official_link_http_blocked,low,low - official URL needs manual HTTP review,official_link_http_blocked,curated,curated,afrotools-curated-backup,official_link_http_blocked,citystgeorges.ac.uk,https://www.citystgeorges.ac.uk/prospective-students/finance/scholarships,https://www.citystgeorges.ac.uk/prospective-students/finance/scholarships,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
f88d79bb-b783-4f1b-ac33-80efad5bf63d,oxford-clarendon-scholarships,Clarendon Scholarships,University of Oxford,uk,masters|phd,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The official link or source needs manual verification before any deadline or open status is shown.,yes,official_link_http_blocked,low,low - official URL needs manual HTTP review,official_link_http_blocked,curated,curated,afrotools-curated-backup,official_link_http_blocked,ox.ac.uk,https://www.ox.ac.uk/clarendon,https://www.ox.ac.uk/clarendon,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
24821813-a502-4285-87fa-facfbc082c72,commonwealth-scholarship-commonwealth-secretariat,Commonwealth Scholarship,Commonwealth Secretariat,uk,masters|phd,any,full,unclear,,Dec,annual_cycle_expected,Annual cycle expected,Show the month or cycle hint only as an estimated annual pattern. Do not calculate days left until a dated deadline is verified.,yes,deadline_text has a month or cycle hint but no year-specific deadline_date,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,cscuk.fcdo.gov.uk,https://cscuk.fcdo.gov.uk,https://cscuk.fcdo.gov.uk,2026-05-20T00:34:46.281Z,2026-05-20T00:34:46.281Z,
454c7998-c51e-49ab-b0c3-b56bbeab3963,concordia-scholarships,Concordia Scholarships and Funding,Concordia University,canada,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,concordia.ca,https://www.concordia.ca/students/financial/scholarships-funding.html,https://www.concordia.ca/students/financial/scholarships-funding.html,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
00381b2d-dbbb-4c15-9a9b-d95fbaffb3da,curtin-scholarships,Curtin Scholarships,Curtin University,australia,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,scholarships.curtin.edu.au,https://scholarships.curtin.edu.au/,https://scholarships.curtin.edu.au/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
45ae978a-6514-43c2-a9d5-90f5bf771caf,daad-scholarship-german-academic-exchange-service,DAAD Scholarship,German Academic Exchange Service,eu,masters|phd|postdoc,any,full,unclear,,Oct-Nov,annual_cycle_expected,Annual cycle expected,Show the month or cycle hint only as an estimated annual pattern. Do not calculate days left until a dated deadline is verified.,yes,deadline_text has a month or cycle hint but no year-specific deadline_date,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,daad.de,https://www.daad.de,https://www.daad.de,2026-05-20T00:34:46.280Z,2026-05-20T00:34:46.280Z,
f1429056-fcaa-4ead-8d72-a7ff77384c29,deutschlandstipendium,Deutschlandstipendium,Federal Ministry of Education and Research Germany,eu,undergrad|masters,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,deutschlandstipendium.de,https://www.deutschlandstipendium.de/de/english-1700.html,https://www.deutschlandstipendium.de/de/english-1700.html,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
7af73bce-ad55-4677-ba83-e991651c88bc,durham-scholarships,Durham University Scholarships,Durham University,uk,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,durham.ac.uk,https://www.durham.ac.uk/study/scholarships/,https://www.durham.ac.uk/study/scholarships/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
7dfbb592-f84c-4093-9d6b-fe42ce46e88a,educanada-scholarships,EduCanada Scholarships,Government of Canada,canada,undergrad|masters|phd|postdoc,law|any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,educanada.ca,https://www.educanada.ca/scholarships-bourses/index.aspx,https://www.educanada.ca/scholarships-bourses/index.aspx,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
82882727-06ab-47ea-844b-374519bac6d2,eiffel-excellence-scholarship,Eiffel Excellence Scholarship Program,Campus France,eu,masters|phd,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,campusfrance.org,https://www.campusfrance.org/en/eiffel-scholarship-program-of-excellence,https://www.campusfrance.org/en/eiffel-scholarship-program-of-excellence,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
9be04a7f-7a1f-4d73-aad0-8699a9eefff6,sciences-po-emile-boutmy-scholarship,Emile Boutmy Scholarship,Sciences Po,eu,undergrad|masters,stem|any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,sciencespo.fr,https://www.sciencespo.fr/students/en/fees-funding/bursaries-financial-aid/emile-boutmy-scholarship/,https://www.sciencespo.fr/students/en/fees-funding/bursaries-financial-aid/emile-boutmy-scholarship/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
ed6dafcf-5212-4bf6-b59c-dcf1244252f6,ens-international-selection,ENS International Selection,Ecole Normale Superieure,eu,masters,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,ens.psl.eu,https://www.ens.psl.eu/en/academics/admissions/international-selection,https://www.ens.psl.eu/en/academics/admissions/international-selection,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
6c8c6cf1-a0a0-4b3e-b425-071cd74d8d83,epfl-excellence-fellowships,EPFL Excellence Fellowships,EPFL,eu,masters,stem|any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,epfl.ch,https://www.epfl.ch/education/master/master-excellence-fellowships/,https://www.epfl.ch/education/master/master-excellence-fellowships/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
252664fe-1cbe-47a6-a580-be37fc246ef6,erasmus-mundus-joint-masters-european-commission,Erasmus Mundus Joint Masters,European Commission,eu,masters,stem|arts|any,full,unclear,,Jan-Feb,annual_cycle_expected,Annual cycle expected,Show the month or cycle hint only as an estimated annual pattern. Do not calculate days left until a dated deadline is verified.,yes,deadline_text has a month or cycle hint but no year-specific deadline_date,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,eacea.ec.europa.eu,https://www.eacea.ec.europa.eu/scholarships/erasmus-mundus,https://www.eacea.ec.europa.eu/scholarships/erasmus-mundus,2026-05-20T00:34:46.280Z,2026-05-20T00:34:46.280Z,
ac8c85d5-3b81-4e21-a885-7819b115f21a,erasmus-rotterdam-scholarships,Erasmus University Rotterdam Scholarships,Erasmus University Rotterdam,eu,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,eur.nl,https://www.eur.nl/en/education/practical-matters/financial-matters/scholarships-grants,https://www.eur.nl/en/education/practical-matters/financial-matters/scholarships-grants,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
6431e348-8550-42db-81f6-b037217fb6d0,eth-excellence-scholarship,ETH Zurich Excellence Scholarship and Opportunity Programme,ETH Zurich,eu,masters,stem|any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,ethz.ch,https://ethz.ch/students/en/studies/financial/scholarships/excellencescholarship.html,https://ethz.ch/students/en/studies/financial/scholarships/excellencescholarship.html,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
91036d37-7623-4159-81b7-ec5acb24d11c,flinders-scholarships,Flinders Scholarships,Flinders University,australia,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,flinders.edu.au,https://www.flinders.edu.au/scholarships,https://www.flinders.edu.au/scholarships,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
659d8c97-f0cf-4e30-881a-5eb5e660a640,fulbright-foreign-student-program-us-department-of-state,Fulbright Foreign Student Program,US Department of State,us,masters|phd,any,full,unclear,,Feb-Oct,annual_cycle_expected,Annual cycle expected,Show the month or cycle hint only as an estimated annual pattern. Do not calculate days left until a dated deadline is verified.,yes,deadline_text has a month or cycle hint but no year-specific deadline_date,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,foreign.fulbrightonline.org,https://foreign.fulbrightonline.org,https://foreign.fulbrightonline.org,2026-05-20T00:34:46.280Z,2026-05-20T00:34:46.280Z,
3121ca5c-cde6-41c9-961d-ffb3af184e94,gates-cambridge-scholarship-gates-foundation,Gates Cambridge Scholarship,Gates Foundation,uk,masters|phd,any,full,unclear,,Oct-Dec,annual_cycle_expected,Annual cycle expected,Show the month or cycle hint only as an estimated annual pattern. Do not calculate days left until a dated deadline is verified.,yes,deadline_text has a month or cycle hint but no year-specific deadline_date,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,gatescambridge.org,https://www.gatescambridge.org,https://www.gatescambridge.org,2026-05-20T00:34:46.280Z,2026-05-20T00:34:46.280Z,
f4137669-2c06-46ae-9579-9c8b7d69763d,ghana-scholarships-secretariat,Ghana Scholarships Secretariat,Government of Ghana,africa,undergrad|masters|phd,law|any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,scholarships.gov.gh,https://www.scholarships.gov.gh/,https://www.scholarships.gov.gh/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
781ffeb1-e3f2-4e49-b593-09a6358cabb4,goldsmiths-scholarships,Goldsmiths Scholarships,Goldsmiths University of London,uk,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,gold.ac.uk,https://www.gold.ac.uk/fees-funding/scholarships/,https://www.gold.ac.uk/fees-funding/scholarships/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
26a06314-06fd-4c40-8b02-fe726a5c18e0,melbourne-graduate-research-scholarships,Graduate Research Scholarships,University of Melbourne,australia,masters|phd,any,full,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The official link or source needs manual verification before any deadline or open status is shown.,yes,official_link_http_blocked,low,low - official URL needs manual HTTP review,official_link_http_blocked,curated,curated,afrotools-curated-backup,official_link_http_blocked,scholarships.unimelb.edu.au,https://scholarships.unimelb.edu.au/awards/graduate-research-scholarships,https://scholarships.unimelb.edu.au/awards/graduate-research-scholarships,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
c04fb039-ac7b-4ec8-a123-fa24d71ee2b6,heinrich-boll-foundation-scholarships,Heinrich Boll Foundation Scholarships,Heinrich Boll Foundation,eu,undergrad|masters|phd,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,boell.de,https://www.boell.de/en/scholarships,https://www.boell.de/en/scholarships,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
ecb4555d-4133-4ce3-bd33-8e2a29e11384,hungarian-government-scholarship-tempus-public-foundation,Hungarian Government Scholarship,Tempus Public Foundation,eu,undergrad|masters|phd,any,full,unclear,,Jan,annual_cycle_expected,Annual cycle expected,Show the month or cycle hint only as an estimated annual pattern. Do not calculate days left until a dated deadline is verified.,yes,deadline_text has a month or cycle hint but no year-specific deadline_date,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,stipendiumhungaricum.hu,https://stipendiumhungaricum.hu,https://stipendiumhungaricum.hu,2026-05-20T00:34:46.281Z,2026-05-20T00:34:46.281Z,
842ecc95-8bc1-4601-b63b-4f574870d7ac,ie-university-scholarships,IE University Scholarships,IE University,eu,undergrad|masters,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,ie.edu,https://www.ie.edu/financial-aid/scholarships/,https://www.ie.edu/financial-aid/scholarships/,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
c72dd1f7-2505-45ae-8af1-f824c52da744,sheffield-international-undergraduate-merit,International Undergraduate Merit Scholarship,University of Sheffield,uk,undergrad,any,partial,unclear,,Check official page,source_needs_manual_review,Source needs manual review,Display Deadline unclear. The current data does not contain a reliable dated deadline or clear application status.,yes,deadline_text=Check official page,low,"medium - recent official link check, deadline not parsed",official_link,curated,curated,afrotools-curated-backup,valid_https_official_link,sheffield.ac.uk,https://www.sheffield.ac.uk/international/fees-and-funding/scholarships/undergraduate/international-undergraduate-merit-scholarship,https://www.sheffield.ac.uk/international/fees-and-funding/scholarships/undergraduate/international-undergraduate-merit-scholarship,2026-05-19T19:23:32.732Z,2026-05-19T19:23:32.732Z,
